,date,ADX,SMA,RSI,MACD,MACD_Hist,MACD_Signal,open,high,low,close,adjusted close,volume,dividend amount,split coefficient,Target
845,2001-06-27,24.1169,21.8340,62.4015,0.2113,0.4548,-0.2436,23.8300,24.0000,22.5000,23.3400,1.4774,6680900,0.0000,1.0000,1.5420
846,2001-06-28,24.5683,22.2000,63.7272,0.3029,0.4372,-0.1343,23.0500,23.9100,22.9400,23.5400,1.4901,6221600,0.0000,1.0000,1.5730
847,2001-06-29,26.6693,22.4810,60.3017,0.3481,0.3859,-0.0378,23.6600,25.1000,23.2000,23.2500,1.4717,9203400,0.0000,1.0000,1.5167
848,2001-07-02,28.3691,22.8380,64.9885,0.4314,0.3754,0.0560,23.6400,24.2300,23.1400,23.9000,1.5129,4108000,0.0000,1.0000,1.5888
849,2001-07-03,29.8989,23.2030,64.2110,0.4870,0.3448,0.1422,23.5100,24.1800,23.5000,23.8400,1.5091,2009700,0.0000,1.0000,1.3160
850,2001-07-05,29.5963,23.3550,56.1279,0.4731,0.2647,0.2084,23.6000,23.7700,23.0100,23.1900,1.4679,2719500,0.0000,1.0000,1.2635
851,2001-07-06,27.1821,23.3090,44.9162,0.3643,0.1247,0.2396,22.7600,22.9600,21.7200,22.0300,1.3945,5409300,0.0000,1.0000,1.2647
852,2001-07-09,25.0094,23.3530,51.1753,0.3284,0.0710,0.2574,22.0900,23.0000,21.6800,22.7000,1.4369,6026200,0.0000,1.0000,1.2369
853,2001-07-10,24.6613,23.0680,39.5493,0.1720,-0.0682,0.2403,22.9500,23.0700,20.8400,21.1400,1.3382,7058400,0.0000,1.0000,1.2084
854,2001-07-11,24.3480,22.9470,50.7141,0.1593,-0.0648,0.2241,21.0300,22.5500,21.0000,22.5400,1.4268,8401900,0.0000,1.0000,1.1692
855,2001-07-12,24.1464,23.0490,61.0936,0.2926,0.0548,0.2378,23.3000,24.8100,23.3000,24.3600,1.5420,10978600,0.0000,1.0000,1.1768
856,2001-07-13,24.2311,23.1800,63.3994,0.4329,0.1561,0.2768,24.1300,25.0100,23.8400,24.8500,1.5730,8120400,0.0000,1.0000,1.2002
857,2001-07-16,24.4337,23.2510,56.6265,0.4668,0.1520,0.3148,24.8800,25.1000,23.9100,23.9600,1.5167,4976200,0.0000,1.0000,1.1983
858,2001-07-17,22.6253,23.3710,62.3507,0.5790,0.2114,0.3677,23.9800,25.2200,23.0100,25.1000,1.5888,11568400,0.0000,1.0000,1.1894
859,2001-07-18,23.2924,23.0660,40.1125,0.3165,-0.0409,0.3574,21.7800,22.7800,20.4200,20.7900,1.3160,20303800,0.0000,1.0000,1.2065
860,2001-07-19,24.5141,22.7430,37.2683,0.0411,-0.2531,0.2942,21.2300,21.4200,19.7500,19.9600,1.2635,15377500,0.0000,1.0000,1.2546
861,2001-07-20,25.8491,22.5380,37.3872,-0.1736,-0.3742,0.2006,19.7000,20.0600,19.4900,19.9800,1.2647,7939000,0.0000,1.0000,1.2344
862,2001-07-23,26.1650,22.2220,35.7321,-0.3750,-0.4605,0.0855,20.0900,20.5000,19.5100,19.5400,1.2369,4310000,0.0000,1.0000,1.2109
863,2001-07-24,27.2466,22.0170,34.0208,-0.5643,-0.5199,-0.0445,19.3900,19.9200,18.7300,19.0900,1.2084,6221000,0.0000,1.0000,1.2185
864,2001-07-25,28.9033,21.6100,31.6968,-0.7557,-0.5690,-0.1867,19.1200,19.3000,17.9700,18.4700,1.1692,7926400,0.0000,1.0000,1.1964
865,2001-07-26,30.4992,21.0330,32.6857,-0.8875,-0.5606,-0.3269,18.4800,18.8000,17.8500,18.5900,1.1768,6591800,0.0000,1.0000,1.2059
866,2001-07-27,30.8902,20.4440,35.8667,-0.9511,-0.4994,-0.4517,18.7500,19.2500,18.5000,18.9600,1.2002,5966700,0.0000,1.0000,1.2040
867,2001-07-30,30.9837,19.9410,35.7146,-0.9925,-0.4326,-0.5599,19.1200,19.3600,18.5100,18.9300,1.1983,4345700,0.0000,1.0000,1.2084
868,2001-07-31,30.9161,19.3100,34.9465,-1.0248,-0.3719,-0.6529,19.2700,19.4200,18.5100,18.7900,1.1894,4196900,0.0000,1.0000,1.1856
869,2001-08-01,29.9262,19.1370,37.8127,-1.0169,-0.2912,-0.7257,19.0100,19.7800,18.9500,19.0600,1.2065,5431000,0.0000,1.0000,1.1673
870,2001-08-02,28.8003,19.1230,45.3441,-0.9384,-0.1702,-0.7682,19.6500,19.8700,19.2600,19.8200,1.2546,4501600,0.0000,1.0000,1.1806
871,2001-08-03,28.2642,19.0750,42.9127,-0.8918,-0.0989,-0.7929,19.8900,19.9000,19.0000,19.5000,1.2344,3322400,0.0000,1.0000,1.1438
872,2001-08-06,27.7818,19.0340,40.1471,-0.8747,-0.0654,-0.8093,19.0400,19.6600,19.0000,19.1300,1.2109,1779500,0.0000,1.0000,1.1470
873,2001-08-07,27.3900,19.0500,41.5056,-0.8417,-0.0259,-0.8158,19.3300,19.6700,18.9800,19.2500,1.2185,3009800,0.0000,1.0000,1.1343
874,2001-08-08,27.9457,19.0930,38.6617,-0.8342,-0.0147,-0.8194,19.2600,19.7000,18.5400,18.9000,1.1964,4931600,0.0000,1.0000,1.1527
875,2001-08-09,28.4458,19.1390,40.5998,-0.8068,0.0101,-0.8169,18.9600,19.1500,18.7200,19.0500,1.2059,3583300,0.0000,1.0000,1.1274
876,2001-08-10,28.1801,19.1450,40.3167,-0.7786,0.0307,-0.8092,19.0400,19.3200,18.5900,19.0200,1.2040,3338600,0.0000,1.0000,1.1755
877,2001-08-13,27.8968,19.1610,41.3764,-0.7420,0.0538,-0.7958,19.1000,19.3300,18.7600,19.0900,1.2084,2642800,0.0000,1.0000,1.1976
878,2001-08-14,27.8948,19.1550,37.5650,-0.7336,0.0498,-0.7833,19.2000,19.3600,18.6700,18.7300,1.1856,4088400,0.0000,1.0000,1.1647
879,2001-08-15,29.0779,19.0930,34.7038,-0.7418,0.0333,-0.7750,18.7600,18.9400,18.2000,18.4400,1.1673,5165700,0.0000,1.0000,1.1287
880,2001-08-16,30.6369,18.9760,38.4744,-0.7230,0.0416,-0.7646,18.2700,18.7500,17.9700,18.6500,1.1806,5144500,0.0000,1.0000,1.1287
881,2001-08-17,32.0401,18.8330,32.6827,-0.7463,0.0147,-0.7610,18.0000,18.4500,17.9900,18.0700,1.1438,3721900,0.0000,1.0000,1.1742
882,2001-08-20,33.7091,18.7320,33.6395,-0.7521,0.0071,-0.7592,18.1400,18.2300,17.8100,18.1200,1.1470,4505400,0.0000,1.0000,1.1552
883,2001-08-21,35.4546,18.5990,31.6407,-0.7640,-0.0038,-0.7601,18.1400,18.1400,17.7000,17.9200,1.1343,3316100,0.0000,1.0000,1.1742
884,2001-08-22,36.2681,18.5300,37.6131,-0.7415,0.0149,-0.7564,17.9400,18.2500,17.6100,18.2100,1.1527,3106700,0.0000,1.0000,1.1217
885,2001-08-23,36.3746,18.4060,33.1715,-0.7473,0.0073,-0.7546,18.2000,18.3400,17.5800,17.8100,1.1274,3876400,0.0000,1.0000,1.0938
886,2001-08-24,34.6726,18.3610,46.5069,-0.6827,0.0575,-0.7402,18.0000,18.6200,17.6500,18.5700,1.1755,5184500,0.0000,1.0000,1.0995
887,2001-08-27,32.3854,18.3440,51.4629,-0.5964,0.1150,-0.7114,18.6000,19.3000,18.1600,18.9200,1.1976,3136500,0.0000,1.0000,1.0755
888,2001-08-28,30.3268,18.3110,44.6362,-0.5635,0.1184,-0.6818,18.9000,19.1400,18.4000,18.4000,1.1647,3066700,0.0000,1.0000,1.0305
889,2001-08-29,28.4919,18.2500,38.4276,-0.5767,0.0841,-0.6608,18.4400,18.8300,17.8300,17.8300,1.1287,4285200,0.0000,1.0000,1.0774
890,2001-08-30,28.4748,18.1680,38.4276,-0.5805,0.0642,-0.6448,17.7400,18.1800,17.2800,17.8300,1.1287,6583800,0.0000,1.0000,0.9926
891,2001-08-31,26.7130,18.2160,49.4026,-0.5195,0.1002,-0.6197,17.7300,18.6000,17.6500,18.5500,1.1742,3873300,0.0000,1.0000,0.9957
892,2001-09-04,24.5896,18.2290,45.6366,-0.4896,0.1041,-0.5937,18.5000,19.0800,18.1800,18.2500,1.1552,6218100,0.0000,1.0000,1.0413
893,2001-09-05,22.4671,18.2920,49.8817,-0.4367,0.1256,-0.5623,18.2400,18.9500,18.1200,18.5500,1.1742,6429600,0.0000,1.0000,0.9837
894,2001-09-06,21.4202,18.2430,40.2257,-0.4565,0.0846,-0.5411,18.4000,18.9300,17.6500,17.7200,1.1217,5042300,0.0000,1.0000,0.9590
895,2001-09-07,21.6794,18.1900,36.1086,-0.5020,0.0314,-0.5333,17.5000,18.1000,17.2000,17.2800,1.0938,4318400,0.0000,1.0000,0.9818
896,2001-09-10,22.5680,18.0700,37.5610,-0.5246,0.0069,-0.5316,17.0000,17.5000,16.9200,17.3700,1.0995,5515100,0.0000,1.0000,0.9818
897,2001-09-17,25.3773,17.8770,33.9413,-0.5667,-0.0281,-0.5386,16.0000,17.0700,15.7300,16.9900,1.0755,8178700,0.0000,1.0000,0.9837
898,2001-09-18,25.6547,17.6650,28.2828,-0.6499,-0.0890,-0.5609,16.9000,17.7200,16.1700,16.2800,1.0305,5841100,0.0000,1.0000,0.9527
899,2001-09-19,26.8174,17.5840,39.8882,-0.6486,-0.0702,-0.5784,16.5000,17.1000,15.6000,17.0200,1.0774,6666400,0.0000,1.0000,0.9482
900,2001-09-20,28.0154,17.3690,30.0910,-0.7471,-0.1350,-0.6122,16.2900,16.9500,15.5000,15.6800,0.9926,7342400,0.0000,1.0000,1.0052
901,2001-09-21,30.1982,17.0870,30.7957,-0.8118,-0.1597,-0.6521,14.8000,16.2500,14.6800,15.7300,0.9957,10187800,0.0000,1.0000,1.0217
902,2001-09-24,30.2733,16.9070,40.4073,-0.7958,-0.1149,-0.6808,16.1100,16.8400,15.9500,16.4500,1.0413,5259600,0.0000,1.0000,1.0255
903,2001-09-25,31.2020,16.6060,33.8124,-0.8467,-0.1327,-0.7140,16.1400,16.2200,15.3500,15.5400,0.9837,6685800,0.0000,1.0000,1.0128
904,2001-09-26,32.5723,16.3490,31.3741,-0.9081,-0.1553,-0.7528,15.8100,15.8900,14.9300,15.1500,0.9590,8817800,0.0000,1.0000,1.0647
905,2001-09-27,33.8055,16.1720,36.1003,-0.9172,-0.1315,-0.7857,15.2500,15.7500,15.2000,15.5100,0.9818,5754300,0.0000,1.0000,1.1230
906,2001-09-28,34.3369,15.9860,36.1003,-0.9138,-0.1025,-0.8113,15.7100,15.9100,15.3900,15.5100,0.9818,6519800,0.0000,1.0000,1.1400
907,2001-10-01,35.0737,15.8410,36.5499,-0.8984,-0.0696,-0.8287,15.4900,15.9900,15.2300,15.5400,0.9837,3718000,0.0000,1.0000,1.1388
908,2001-10-02,36.2824,15.7180,32.4115,-0.9151,-0.0691,-0.8460,15.4300,15.8300,14.8800,15.0500,0.9527,4212200,0.0000,1.0000,1.1400
909,2001-10-03,37.4476,15.5140,31.8393,-0.9234,-0.0619,-0.8615,14.9500,15.3600,14.8300,14.9800,0.9482,12197200,0.0000,1.0000,1.0755
910,2001-10-04,35.1752,15.5340,45.5678,-0.8475,0.0111,-0.8587,15.3500,16.2500,14.9900,15.8800,1.0052,7162900,0.0000,1.0000,1.1394
911,2001-10-05,33.1300,15.5750,48.8732,-0.7577,0.0808,-0.8385,15.4000,16.1500,14.9900,16.1400,1.0217,6119400,0.0000,1.0000,1.1584
912,2001-10-08,30.6167,15.5500,49.6570,-0.6739,0.1316,-0.8056,15.5700,16.3500,15.5000,16.2000,1.0255,3714000,0.0000,1.0000,1.2040
913,2001-10-09,28.3548,15.5960,46.9888,-0.6166,0.1512,-0.7678,16.0500,16.2000,15.6300,16.0000,1.0128,3107600,0.0000,1.0000,1.1483
914,2001-10-10,26.7763,15.7630,57.4134,-0.4992,0.2149,-0.7141,16.1000,16.8500,15.9500,16.8200,1.0647,5495700,0.0000,1.0000,1.1995
915,2001-10-11,27.3198,15.9860,65.7978,-0.3281,0.3087,-0.6369,16.9200,17.7400,16.8500,17.7400,1.1230,5967200,0.0000,1.0000,1.2147
916,2001-10-12,28.3990,16.2360,67.8612,-0.1688,0.3744,-0.5433,17.3100,18.0800,16.8600,18.0100,1.1400,5139500,0.0000,1.0000,1.1818
917,2001-10-15,29.8570,16.4810,67.5259,-0.0437,0.3996,-0.4434,17.9500,18.3800,17.9500,17.9900,1.1388,5692000,0.0000,1.0000,1.1160
918,2001-10-16,30.4570,16.7770,67.7032,0.0564,0.3998,-0.3434,18.0900,18.2000,17.7700,18.0100,1.1400,3624100,0.0000,1.0000,1.1141
919,2001-10-17,28.2880,16.9780,51.7063,0.0529,0.3170,-0.2642,18.3400,18.4100,16.9600,16.9900,1.0755,5098900,0.0000,1.0000,1.1116
920,2001-10-18,26.3358,17.1900,61.6704,0.1300,0.3153,-0.1853,17.2900,18.2300,17.2900,18.0000,1.1394,10938800,0.0000,1.0000,1.1768
921,2001-10-19,25.0271,17.4060,64.1140,0.2130,0.3186,-0.1057,17.9400,18.4000,17.8800,18.3000,1.1584,2978400,0.0000,1.0000,1.1755
922,2001-10-22,25.3852,17.6880,69.3284,0.3329,0.3509,-0.0179,18.2100,19.0700,18.0900,19.0200,1.2040,6998900,0.0000,1.0000,1.2071
923,2001-10-23,26.3728,17.9020,57.9027,0.3529,0.2967,0.0562,19.1200,19.4200,17.8700,18.1400,1.1483,12231800,0.0000,1.0000,1.2388
924,2001-10-24,26.7978,18.1150,63.9748,0.4292,0.2984,0.1308,18.0600,19.0900,17.7500,18.9500,1.1995,6686200,0.0000,1.0000,1.2401
925,2001-10-25,27.5157,18.2600,65.6079,0.5032,0.2979,0.2053,18.4400,19.2500,18.1600,19.1900,1.2147,4552700,0.0000,1.0000,1.1844
926,2001-10-26,28.1618,18.3260,59.1523,0.5140,0.2469,0.2670,18.8600,19.2500,18.6200,18.6700,1.1818,4981500,0.0000,1.0000,1.1844
927,2001-10-29,25.6401,18.2900,48.5387,0.4336,0.1332,0.3003,18.5700,18.6700,17.6000,17.6300,1.1160,4271100,0.0000,1.0000,1.1869
928,2001-10-30,24.7243,18.2490,48.2612,0.3633,0.0503,0.3129,17.3800,18.0000,17.0600,17.6000,1.1141,4942200,0.0000,1.0000,1.2261
929,2001-10-31,22.7006,18.3060,47.8558,0.3008,-0.0097,0.3105,17.7300,18.4000,17.4400,17.5600,1.1116,4888400,0.0000,1.0000,1.2413
930,2001-11-01,21.0063,18.3650,57.9595,0.3307,0.0161,0.3145,17.6500,18.7800,17.2500,18.5900,1.1768,5589200,0.0000,1.0000,1.2312
931,2001-11-02,19.6928,18.3920,57.7182,0.3487,0.0273,0.3214,18.5200,18.8600,18.1600,18.5700,1.1755,3521500,0.0000,1.0000,1.2008
932,2001-11-05,19.5083,18.3970,62.1008,0.3987,0.0619,0.3368,18.8400,19.2500,18.6100,19.0700,1.2071,4210600,0.0000,1.0000,1.2660
933,2001-11-06,20.1840,18.5400,66.0149,0.4732,0.1091,0.3641,18.9600,19.6200,18.5300,19.5700,1.2388,5643200,0.0000,1.0000,1.2363
934,2001-11-07,21.7922,18.6040,66.1702,0.5278,0.1310,0.3969,19.4600,20.1300,19.3300,19.5900,1.2401,6839100,0.0000,1.0000,1.2458
935,2001-11-08,20.7406,18.5560,54.0881,0.4944,0.0780,0.4164,19.6300,19.8900,18.5700,18.7100,1.1844,6109700,0.0000,1.0000,1.2559
936,2001-11-09,19.7348,18.5600,54.0881,0.4626,0.0370,0.4256,18.6000,19.2500,18.5500,18.7100,1.1844,2398100,0.0000,1.0000,1.3527
937,2001-11-12,18.3402,18.6720,54.5538,0.4355,0.0079,0.4276,18.6600,19.1700,17.9600,18.7500,1.1869,3598200,0.0000,1.0000,1.3293
938,2001-11-13,16.5416,18.8490,61.3117,0.4589,0.0250,0.4338,19.0800,19.3900,18.7100,19.3700,1.2261,4012000,0.0000,1.0000,1.2996
939,2001-11-14,16.2196,19.0540,63.6374,0.4911,0.0458,0.4453,19.5900,19.9000,19.1500,19.6100,1.2413,3949100,0.0000,1.0000,1.2926
940,2001-11-15,15.9297,19.1400,60.9245,0.4979,0.0421,0.4558,19.4500,19.9000,19.2300,19.4500,1.2312,3804100,0.0000,1.0000,1.3483
941,2001-11-16,15.3533,19.1800,53.3443,0.4593,0.0028,0.4565,19.2700,19.2900,18.4000,18.9700,1.2008,4119000,0.0000,1.0000,1.3325
942,2001-11-19,14.7198,19.2730,64.0183,0.5060,0.0396,0.4664,19.0000,20.0500,18.9600,20.0000,1.2660,5939100,0.0000,1.0000,1.4179
943,2001-11-20,14.4844,19.2690,57.3643,0.4994,0.0263,0.4730,19.8200,20.2000,19.5000,19.5300,1.2363,4939000,0.0000,1.0000,1.5040
944,2001-11-21,13.5828,19.2780,58.8799,0.5004,0.0219,0.4785,19.6100,19.8000,19.2600,19.6800,1.2458,3599700,0.0000,1.0000,1.4420
945,2001-11-23,13.1579,19.3910,60.5423,0.5083,0.0238,0.4844,19.7100,19.9500,19.5700,19.8400,1.2559,1071500,0.0000,1.0000,1.4268
946,2001-11-26,15.7347,19.6570,72.3982,0.6307,0.1170,0.5137,19.9400,21.5500,19.8800,21.3700,1.3527,8226600,0.0000,1.0000,1.4268
947,2001-11-27,18.0538,19.8820,66.9897,0.6899,0.1410,0.5489,21.2000,21.5200,20.5000,21.0000,1.3293,4795600,0.0000,1.0000,1.3787
948,2001-11-28,19.8331,19.9980,60.6000,0.6910,0.1136,0.5774,20.8500,21.2100,20.4100,20.5300,1.2996,4475200,0.0000,1.0000,1.3603
949,2001-11-29,20.6632,20.0790,59.1333,0.6751,0.0782,0.5969,20.6000,20.7000,20.1900,20.4200,1.2926,3620800,0.0000,1.0000,1.3293
950,2001-11-30,22.6683,20.2640,66.3688,0.7252,0.1027,0.6226,20.4700,21.4400,20.2500,21.3000,1.3483,5427000,0.0000,1.0000,1.2907
951,2001-12-03,24.4729,20.4720,62.8559,0.7363,0.0910,0.6453,21.0600,21.2800,20.6000,21.0500,1.3325,3235100,0.0000,1.0000,1.3053
952,2001-12-04,27.7102,20.7120,71.8088,0.8442,0.1591,0.6851,21.0500,22.5600,20.7200,22.4000,1.4179,6793200,0.0000,1.0000,1.3299
953,2001-12-05,31.7360,21.1350,77.7987,1.0277,0.2741,0.7536,22.3600,24.0300,22.1700,23.7600,1.5040,10153200,0.0000,1.0000,1.3686
954,2001-12-06,35.2617,21.4450,66.4880,1.0815,0.2623,0.8192,23.4800,23.5000,22.1400,22.7800,1.4420,6052400,0.0000,1.0000,1.3084
955,2001-12-07,37.9464,21.7150,63.9578,1.0922,0.2184,0.8738,22.4600,22.7100,22.0000,22.5400,1.4268,3634200,0.0000,1.0000,1.3293
956,2001-12-10,40.5938,21.8320,63.9578,1.0882,0.1715,0.9167,22.2900,22.9900,22.2300,22.5400,1.4268,3035900,0.0000,1.0000,1.3521
957,2001-12-11,40.9516,21.9100,55.6748,1.0120,0.0762,0.9357,22.6700,22.8500,21.6500,21.7800,1.3787,3669200,0.0000,1.0000,1.3603
958,2001-12-12,40.0303,22.0060,52.7769,0.9176,-0.0145,0.9321,21.8700,21.9200,21.2500,21.4900,1.3603,3436800,0.0000,1.0000,1.3970
959,2001-12-13,37.1948,22.0640,48.0787,0.7941,-0.1104,0.9045,21.4900,21.5500,20.5000,21.0000,1.3293,3532900,0.0000,1.0000,1.4198
960,2001-12-14,33.6973,21.9730,42.8077,0.6397,-0.2119,0.8516,20.7300,20.8300,20.0900,20.3900,1.2907,3390800,0.0000,1.0000,1.3863
961,2001-12-17,30.9166,21.9300,45.3192,0.5297,-0.2575,0.7872,20.4000,21.0000,20.1900,20.6200,1.3053,3102000,0.0000,1.0000,1.4749
962,2001-12-18,29.1190,21.7910,49.4975,0.4686,-0.2548,0.7235,20.8900,21.3300,20.2200,21.0100,1.3299,4200700,0.0000,1.0000,1.4926
963,2001-12-19,28.2074,21.5770,55.4180,0.4641,-0.2075,0.6716,20.5800,21.6800,20.4700,21.6200,1.3686,5177800,0.0000,1.0000,1.4996
964,2001-12-20,27.3869,21.3660,46.0719,0.3795,-0.2337,0.6132,21.4000,21.4700,20.6200,20.6700,1.3084,3944000,0.0000,1.0000,1.4496
965,2001-12-21,26.8056,21.2120,49.3677,0.3352,-0.2224,0.5576,21.0100,21.5400,20.8000,21.0000,1.3293,4577400,0.0000,1.0000,1.4312
966,2001-12-24,26.2824,21.0940,52.8597,0.3254,-0.1858,0.5111,20.9000,21.4500,20.9000,21.3600,1.3521,904100,0.0000,1.0000,1.3705
967,2001-12-26,27.5951,21.0650,54.1290,0.3244,-0.1494,0.4738,21.3500,22.3000,21.1400,21.4900,1.3603,2614300,0.0000,1.0000,1.3439
968,2001-12-27,28.7765,21.1230,59.5311,0.3661,-0.0861,0.4523,21.5800,22.2500,21.5800,22.0700,1.3970,3419800,0.0000,1.0000,1.3325
969,2001-12-28,31.0428,21.2660,62.5710,0.4234,-0.0231,0.4465,21.9700,23.0000,21.9600,22.4300,1.4198,5341500,0.0000,1.0000,1.3388
970,2001-12-31,32.5248,21.4170,55.7238,0.4212,-0.0203,0.4414,22.5100,22.6600,21.8300,21.9000,1.3863,2460400,0.0000,1.0000,1.3736
971,2002-01-02,34.7663,21.6850,66.4873,0.5263,0.0679,0.4584,22.0500,23.3000,21.9600,23.3000,1.4749,9455300,0.0000,1.0000,1.3154
972,2002-01-03,37.3056,21.9420,68.2050,0.6250,0.1333,0.4917,23.7500,23.7500,22.7700,23.5800,1.4926,10928700,0.0000,1.0000,1.4230
973,2002-01-04,39.8066,22.1490,68.9007,0.7040,0.1698,0.5342,23.3400,23.9500,22.9900,23.6900,1.4996,7321000,0.0000,1.0000,1.4034
974,2002-01-07,40.9653,22.3720,58.6578,0.6948,0.1285,0.5663,23.7200,24.0000,22.7500,22.9000,1.4496,7939000,0.0000,1.0000,1.3812
975,2002-01-08,40.7537,22.5330,55.3044,0.6566,0.0722,0.5844,22.7500,23.0500,22.4600,22.6100,1.4312,8036400,0.0000,1.0000,1.4572
976,2002-01-09,36.7796,22.5620,45.6957,0.5426,-0.0334,0.5760,22.8000,22.9300,21.2800,21.6500,1.3705,5854200,0.0000,1.0000,1.4692
977,2002-01-10,35.0958,22.5360,42.1369,0.4136,-0.1299,0.5435,21.2200,21.4700,20.2600,21.2300,1.3439,8084600,0.0000,1.0000,1.4717
978,2002-01-11,32.6549,22.4340,40.6300,0.2934,-0.2001,0.4935,21.3900,21.8400,20.6000,21.0500,1.3325,6228600,0.0000,1.0000,1.4730
979,2002-01-14,30.4581,22.3060,41.9123,0.2039,-0.2317,0.4356,21.0100,21.4000,20.9000,21.1500,1.3388,7428500,0.0000,1.0000,1.4603
980,2002-01-15,27.5422,22.2860,48.6850,0.1754,-0.2082,0.3835,21.3200,21.7600,21.2100,21.7000,1.3736,5184300,0.0000,1.0000,1.5249
981,2002-01-16,26.4648,22.0340,40.0139,0.0776,-0.2448,0.3224,21.4100,21.4100,20.5000,20.7800,1.3154,10123100,0.0000,1.0000,1.5648
982,2002-01-17,25.0138,21.9240,56.0759,0.1357,-0.1493,0.2850,21.9700,22.7400,21.8700,22.4800,1.4230,11796000,0.0000,1.0000,1.5452
983,2002-01-18,23.7078,21.7720,53.1902,0.1550,-0.1040,0.2590,22.0000,22.6000,21.9600,22.1700,1.4034,6050200,0.0000,1.0000,1.6047
984,2002-01-22,22.1857,21.6640,49.9647,0.1404,-0.0949,0.2353,22.2700,22.3700,21.8200,21.8200,1.3812,5844900,0.0000,1.0000,1.6110
985,2002-01-23,22.1099,21.7050,59.3544,0.2231,-0.0098,0.2328,23.0400,23.0400,21.5900,23.0200,1.4572,7915700,0.0000,1.0000,1.5616
986,2002-01-24,22.8219,21.8610,60.6534,0.3005,0.0541,0.2464,22.9100,23.5100,22.9000,23.2100,1.4692,6142900,0.0000,1.0000,1.5382
987,2002-01-25,22.7735,22.0630,60.9454,0.3609,0.0916,0.2693,22.8900,23.4200,22.6600,23.2500,1.4717,3319900,0.0000,1.0000,1.5211
988,2002-01-28,22.9714,22.2850,61.1057,0.4057,0.1091,0.2966,23.4000,23.5500,22.7200,23.2700,1.4730,3329400,0.0000,1.0000,1.5813
989,2002-01-29,23.1496,22.4770,58.4399,0.4202,0.0989,0.3213,23.2200,23.5400,22.8500,23.0700,1.4603,4291500,0.0000,1.0000,1.5642
990,2002-01-30,24.4425,22.7160,66.6778,0.5082,0.1495,0.3587,23.0700,24.1400,22.9400,24.0900,1.5249,8421000,0.0000,1.0000,1.5831
991,2002-01-31,26.5090,23.1100,70.6679,0.6216,0.2103,0.4112,24.1600,24.7300,24.1100,24.7200,1.5648,8365100,0.0000,1.0000,1.5572
992,2002-02-01,28.6852,23.3030,66.3257,0.6786,0.2139,0.4647,24.9600,24.9600,24.3400,24.4100,1.5452,7112600,0.0000,1.0000,1.5129
993,2002-02-04,31.3417,23.6210,72.1012,0.7905,0.2606,0.5299,24.3200,25.5200,24.2000,25.3500,1.6047,9328100,0.0000,1.0000,1.4319
994,2002-02-05,34.2232,23.9840,72.6556,0.8772,0.2778,0.5993,25.0900,25.9800,25.0800,25.4500,1.6110,8158700,0.0000,1.0000,1.4641
995,2002-02-06,33.6516,24.1490,61.9817,0.8729,0.2188,0.6540,25.6100,25.9800,24.1500,24.6700,1.5616,10671000,0.0000,1.0000,1.3610
996,2002-02-07,32.9282,24.2580,57.5272,0.8300,0.1408,0.6892,24.6500,25.2900,24.0800,24.3000,1.5382,6211300,0.0000,1.0000,1.4395
997,2002-02-08,30.3196,24.3360,54.3597,0.7654,0.0610,0.7045,24.4100,24.6400,23.3700,24.0300,1.5211,6345200,0.0000,1.0000,1.5072
998,2002-02-11,28.7193,24.5070,62.4441,0.7819,0.0619,0.7200,23.9300,25.0000,23.7400,24.9800,1.5813,7117900,0.0000,1.0000,1.4983
999,2002-02-12,27.3631,24.6710,59.1362,0.7644,0.0355,0.7288,24.6600,25.0400,24.4500,24.7100,1.5642,4005000,0.0000,1.0000,1.3901
1000,2002-02-13,26.5810,24.7630,61.6446,0.7658,0.0296,0.7362,24.7300,25.2400,24.6500,25.0100,1.5831,5587000,0.0000,1.0000,1.3736
1001,2002-02-14,25.0171,24.7510,56.3884,0.7256,-0.0085,0.7341,25.0500,25.2300,24.3800,24.6000,1.5572,4645900,0.0000,1.0000,1.4844
1002,2002-02-15,22.9259,24.7000,48.5374,0.6299,-0.0834,0.7133,24.9800,24.9800,23.8500,23.9000,1.5129,4646200,0.0000,1.0000,1.5376
1003,2002-02-19,23.7321,24.4270,37.8347,0.4457,-0.2141,0.6597,23.7600,23.9000,22.4800,22.6200,1.4319,6968900,0.0000,1.0000,1.4895
1004,2002-02-20,24.6558,24.1950,43.3635,0.3369,-0.2583,0.5952,23.2000,23.2000,22.3500,23.1300,1.4641,5097200,0.0000,1.0000,1.5236
1005,2002-02-21,26.6996,23.8780,32.9551,0.1179,-0.3819,0.4997,22.9200,23.0000,21.4500,21.5000,1.3610,7977700,0.0000,1.0000,1.5433
1006,2002-02-22,28.5391,23.7220,44.2633,0.0438,-0.3647,0.4085,21.6600,22.9500,21.5000,22.7400,1.4395,7258500,0.0000,1.0000,1.5610
1007,2002-02-25,25.7668,23.7000,52.0219,0.0706,-0.2703,0.3409,22.8500,24.7200,22.3600,23.8100,1.5072,7622300,0.0000,1.0000,1.5863
1008,2002-02-26,23.2718,23.5690,50.9901,0.0797,-0.2090,0.2887,23.9100,24.3700,23.2500,23.6700,1.4983,4645200,0.0000,1.0000,1.5648
1009,2002-02-27,24.2955,23.2940,40.1750,-0.0505,-0.2714,0.2208,23.9400,24.2500,20.9400,21.9600,1.3901,18395700,0.0000,1.0000,1.5502
