,ADX,SMA,RSI,MACD,MACD_Hist,MACD_Signal,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
488,16.8650,107.1190,57.2857,3.0155,1.0304,1.9851,108.8100,113.0000,107.0000,110.0000,3.4815,3037000,0.0000,1.0000
489,16.5902,107.6060,46.2959,2.3947,0.3277,2.0670,108.1900,110.8700,100.6200,101.6200,3.2163,3779900,0.0000,1.0000
490,17.6411,107.9370,49.0560,2.0509,-0.0129,2.0638,101.0000,103.8700,94.5000,103.7500,3.2837,6265000,0.0000,1.0000
491,18.2046,107.5680,44.8477,1.4791,-0.4678,1.9469,104.0000,105.0000,100.0000,100.2500,3.1729,2839600,0.0000,1.0000
492,19.3370,106.7930,43.1553,0.8993,-0.8381,1.7373,100.7500,102.1200,97.0000,98.8100,3.1274,4144600,0.0000,1.0000
493,19.5738,105.7740,49.7407,0.7937,-0.7549,1.5486,100.3100,104.2500,100.2500,103.3100,3.2698,4242800,0.0000,1.0000
494,17.9199,105.4430,55.6858,1.0761,-0.3780,1.4541,103.9400,110.0000,103.6200,108.0000,3.4182,3797500,0.0000,1.0000
495,16.9772,106.2240,62.1189,1.7685,0.2515,1.5170,108.0000,114.2500,105.9400,114.0600,3.6100,3938100,0.0000,1.0000
496,16.6032,106.4860,62.9184,2.3555,0.6708,1.6847,114.0000,116.1200,111.2500,114.8700,3.6357,3648600,0.0000,1.0000
497,16.5260,106.7290,59.0706,2.6090,0.7395,1.8696,114.1200,117.1200,112.4400,112.6200,3.5645,2672900,0.0000,1.0000
498,15.5882,107.0790,60.1302,2.8481,0.7828,2.0653,112.8700,113.8700,110.0000,113.5000,3.5923,2705200,0.0000,1.0000
499,14.1401,107.7920,52.0489,2.6241,0.4470,2.1770,113.6200,114.1200,108.2500,108.7500,3.4420,1895100,0.0000,1.0000
500,13.4197,108.9980,60.7586,2.9818,0.6438,2.3380,109.3100,115.8700,108.6200,115.8100,3.6654,3281600,0.0000,1.0000
501,14.0016,110.8730,64.0379,3.4826,0.9157,2.5669,115.2500,119.9400,115.1900,119.0000,3.7664,4337000,0.0000,1.0000
502,13.3360,112.4040,56.0729,3.4460,0.7033,2.7427,117.7500,118.1200,112.1200,114.1200,3.6119,3377200,0.0000,1.0000
503,12.7370,113.5600,56.9865,3.4379,0.5561,2.8818,115.1900,115.5000,113.1200,114.8700,3.6357,2584800,0.0000,1.0000
504,11.6173,113.8850,51.2682,3.1035,0.1774,2.9261,114.6200,115.3700,110.8700,111.2500,3.5211,2084300,0.0000,1.0000
505,12.0464,113.8600,54.8297,3.0104,0.0675,2.9430,110.1200,116.9400,106.6900,113.8100,3.6021,3770500,0.0000,1.0000
506,11.5749,113.9980,58.0747,3.0979,0.1239,2.9740,113.2300,119.0000,111.0000,116.2500,3.6794,4224100,0.0000,1.0000
507,11.0993,114.2560,56.1461,3.0473,0.0586,2.9886,117.3100,119.1200,111.7500,115.2000,3.6461,3361000,0.0000,1.0000
508,11.2967,113.9430,47.9991,2.5876,-0.3208,2.9084,114.8100,117.0000,110.1200,110.3700,3.4932,2224500,0.0000,1.0000
509,12.1187,114.3930,52.5598,2.4277,-0.3845,2.8123,110.1200,115.0000,108.3700,113.2500,3.5844,2931500,0.0000,1.0000
510,11.7141,114.2740,54.6615,2.3841,-0.3425,2.7266,113.5600,117.2500,112.5600,114.6200,3.6278,3294300,0.0000,1.0000
511,14.1866,115.4050,71.0065,3.5744,0.6782,2.8962,118.5600,132.0600,118.5000,130.3100,4.1244,9616100,0.0000,1.0000
512,16.4118,116.1930,58.5787,3.8033,0.7257,3.0776,127.0000,127.9400,120.6900,122.0000,3.8613,2779100,0.0000,1.0000
513,18.0987,117.5060,63.6786,4.4179,1.0722,3.3457,124.8700,128.2300,120.0000,128.0000,4.0512,2887200,0.0000,1.0000
514,19.8335,118.9500,60.4925,4.6648,1.0553,3.6095,126.0000,129.1300,125.0000,125.6900,3.9781,1880000,0.0000,1.0000
515,19.5726,119.8560,56.6480,4.5802,0.7765,3.8036,126.4400,127.4400,121.1200,122.8700,3.8889,2437600,0.0000,1.0000
516,18.2855,120.4310,55.4402,4.3923,0.4709,3.9214,122.8700,123.9400,118.5600,122.0000,3.8613,2421700,0.0000,1.0000
517,17.4971,121.1360,55.7415,4.2149,0.2348,3.9801,120.8700,125.0000,118.2500,122.2500,3.8693,2470700,0.0000,1.0000
518,17.7635,122.6740,59.9535,4.3071,0.2617,4.0455,121.6900,127.9400,121.0000,125.7500,3.9800,2219700,0.0000,1.0000
519,17.3044,123.4800,52.8624,3.9761,-0.0555,4.0316,122.1200,126.5000,119.5000,121.3100,3.8395,2713900,0.0000,1.0000
520,16.4244,123.4430,43.7252,3.1083,-0.7387,3.8469,121.2200,124.2500,114.0000,114.2500,3.6160,3826600,0.0000,1.0000
521,15.6324,122.0370,46.6289,2.5525,-1.0356,3.5880,115.6200,120.2500,114.1200,116.2500,3.6794,3960800,0.0000,1.0000
522,14.1604,121.9930,53.6797,2.5115,-0.8612,3.3727,117.3100,122.0000,114.5000,121.5600,3.8474,3375900,0.0000,1.0000
523,13.8400,121.6930,57.7019,2.7252,-0.5180,3.2432,120.1200,125.0000,119.6200,125.0000,3.9563,2723600,0.0000,1.0000
524,14.0115,121.4240,54.6370,2.7020,-0.4330,3.1350,123.5000,126.2500,122.3700,123.0000,3.8930,1825800,0.0000,1.0000
525,16.9121,122.6310,66.4558,3.6056,0.3765,3.2291,122.5600,136.7500,121.6200,134.9400,4.2709,4681500,0.0000,1.0000
526,20.7077,124.8500,72.6006,5.0103,1.4249,3.5853,132.7800,144.3800,131.5600,144.1900,4.5637,5071400,0.0000,1.0000
527,24.8178,126.7560,68.2739,5.8240,1.7909,4.0331,142.0000,150.3800,140.0000,141.3100,4.4725,5022900,0.0000,1.0000
528,26.6789,128.0500,64.3949,6.1861,1.7224,4.4637,142.4400,143.9400,135.5000,138.6900,4.3896,3990300,0.0000,1.0000
529,28.4795,129.8750,65.1259,6.4687,1.6041,4.8647,137.6300,144.7500,136.8800,139.5600,4.4171,2492700,0.0000,1.0000
530,30.1001,132.3630,64.3998,6.5822,1.3740,5.2082,137.2500,142.0000,137.1300,139.1300,4.4035,1812200,0.0000,1.0000
531,30.1046,134.3320,58.9791,6.3415,0.9067,5.4348,139.3800,139.4400,133.8300,135.9400,4.3025,2141400,0.0000,1.0000
532,27.2309,134.7510,45.4121,5.2679,-0.1336,5.4015,133.5600,137.6900,125.4400,125.7500,3.9800,3700000,0.0000,1.0000
533,24.6446,135.8320,56.4109,5.1692,-0.1858,5.3550,127.4400,137.2500,126.0000,135.8100,4.2984,3612800,0.0000,1.0000
534,22.9897,136.8630,53.4378,4.8335,-0.4172,5.2507,135.5000,139.5000,129.4400,133.3100,4.2193,2933600,0.0000,1.0000
535,23.1182,136.1000,46.8531,4.0368,-0.9711,5.0079,132.6300,133.0000,116.7500,127.3100,4.0294,5895800,0.0000,1.0000
536,23.2339,134.7190,50.3325,3.6115,-1.1172,4.7286,126.4700,132.8800,124.0000,130.3800,4.1266,4086300,0.0000,1.0000
537,22.7779,133.1070,44.8207,2.8231,-1.5244,4.3475,130.6300,134.5000,123.2500,125.1900,3.9623,2318100,0.0000,1.0000
538,22.3676,132.4130,52.1758,2.6965,-1.3208,4.0173,127.2500,131.8800,125.5000,131.7500,4.1699,2164600,0.0000,1.0000
539,21.6539,130.9570,45.2760,2.0282,-1.5913,3.6195,131.6900,132.7500,124.7500,125.0000,3.9563,1895200,0.0000,1.0000
540,22.6956,128.9880,40.3878,1.0379,-2.0653,3.1032,123.5000,124.8700,118.0600,119.4400,3.7803,4837700,0.0000,1.0000
541,25.6929,126.3190,33.1087,-0.5627,-2.9327,2.3700,119.0000,119.0000,104.8700,109.2500,3.4578,8403000,0.0000,1.0000
542,28.0102,125.1250,38.6101,-1.4465,-3.0532,1.6067,111.5000,120.0000,108.5000,113.8100,3.6021,4730600,0.0000,1.0000
543,30.0958,122.7310,37.1652,-2.2772,-3.1071,0.8299,109.3100,118.0000,109.0000,111.8700,3.5407,5960900,0.0000,1.0000
544,29.6737,121.7870,50.0200,-1.9449,-2.2198,0.2750,109.5000,123.9400,109.0600,123.8700,3.9205,3656800,0.0000,1.0000
545,28.3115,121.7430,52.7076,-1.4230,-1.3584,-0.0646,123.5000,126.8700,119.3700,126.8700,4.0155,3490400,0.0000,1.0000
546,26.0302,120.8170,47.2919,-1.4566,-1.1136,-0.3430,126.1900,130.2500,119.7500,121.1200,3.8335,4644200,0.0000,1.0000
547,24.6803,120.1850,45.2696,-1.6458,-1.0422,-0.6036,123.6900,124.7500,117.0600,118.8700,3.7623,6447500,0.0000,1.0000
548,24.0455,119.0600,47.0908,-1.6453,-0.8333,-0.8119,115.0000,120.5000,114.7500,120.5000,3.8139,3960900,0.0000,1.0000
549,22.2727,119.3910,55.0533,-1.0031,-0.1529,-0.8501,122.1200,128.7500,122.0600,128.3100,4.0611,3496800,0.0000,1.0000
550,20.0963,119.5780,47.8777,-1.0469,-0.1574,-0.8895,126.6200,128.0000,120.0000,121.3100,3.8395,3276000,0.0000,1.0000
551,18.9560,121.3280,53.1505,-0.6353,0.2033,-0.8387,117.1900,127.0000,116.5800,126.7500,4.0117,2916100,0.0000,1.0000
552,17.7704,122.3530,50.3519,-0.5203,0.2547,-0.7750,127.1200,127.5000,121.3100,124.0600,3.9265,2228400,0.0000,1.0000
553,16.7034,123.5970,50.6204,-0.4042,0.2966,-0.7008,124.8700,125.1200,121.8700,124.3100,3.9345,2019600,0.0000,1.0000
554,17.0115,122.9970,43.8353,-0.8224,-0.0973,-0.7251,123.2500,126.2500,117.5000,117.8700,3.7306,2111000,0.0000,1.0000
555,18.6487,121.8160,41.1606,-1.3649,-0.5118,-0.8531,118.9400,121.2500,111.6200,115.0600,3.6417,4373200,0.0000,1.0000
556,20.3409,120.7730,37.2346,-2.1229,-1.0158,-1.1071,115.1200,115.2500,110.5600,110.6900,3.5034,3567100,0.0000,1.0000
557,21.8638,120.1980,40.7276,-2.4988,-1.1134,-1.3854,110.8100,114.7500,110.7200,113.1200,3.5803,2536400,0.0000,1.0000
558,23.4072,119.1600,37.8390,-3.0041,-1.2950,-1.7091,112.0900,113.6900,110.0000,110.1200,3.4853,1650900,0.0000,1.0000
559,25.8938,116.8730,33.6965,-3.7391,-1.6240,-2.1151,110.3100,111.2500,104.8700,105.4400,3.3372,2920900,0.0000,1.0000
560,29.1058,114.6730,29.0655,-4.7614,-2.1170,-2.6444,104.0600,105.0000,98.7500,99.3100,3.1432,4777600,0.0000,1.0000
561,31.9967,112.2790,34.7541,-5.2288,-2.0675,-3.1613,101.3700,104.2500,99.0000,102.8100,3.2540,4462000,0.0000,1.0000
562,31.5665,110.6350,41.8723,-5.1517,-1.5924,-3.5594,106.0000,110.5000,104.7700,107.6200,3.4062,2740300,0.0000,1.0000
563,32.1692,108.3040,35.8854,-5.5607,-1.6011,-3.9596,108.0600,108.0600,100.1200,101.0000,3.1967,6061900,0.0000,1.0000
564,32.2758,107.0860,42.3715,-5.4437,-1.1873,-4.2564,104.5200,109.0600,102.7500,105.6900,3.3451,3932600,0.0000,1.0000
565,32.8878,105.7170,38.3961,-5.6346,-1.1025,-4.5321,103.6200,103.6900,100.3700,101.3700,3.2084,3554400,0.0000,1.0000
566,32.8412,104.7230,37.8301,-5.7694,-0.9898,-4.7795,103.0000,104.9400,100.6200,100.7500,3.1888,3337300,0.0000,1.0000
567,34.2699,102.8110,32.1052,-6.3477,-1.2545,-5.0932,99.2500,99.2500,93.3700,94.0000,2.9751,6613100,0.0000,1.0000
568,36.5989,100.7930,29.1563,-7.0523,-1.5673,-5.4850,93.7500,93.7500,86.0000,89.9400,2.8466,6745600,0.0000,1.0000
569,38.7424,98.8300,26.4142,-7.8535,-1.8948,-5.9587,90.5000,93.3700,85.6200,85.8100,2.7159,4621300,0.0000,1.0000
570,41.0025,97.6680,29.7556,-8.2417,-1.8264,-6.4153,86.1900,89.7500,83.0000,87.6900,2.7754,6057700,0.0000,1.0000
571,41.6055,96.1140,29.4240,-8.4854,-1.6561,-6.8293,88.5000,92.6600,86.0000,87.2700,2.7621,3631700,0.0000,1.0000
572,42.2795,93.9890,28.6633,-8.6515,-1.4577,-7.1937,88.0000,89.8700,85.2500,86.3700,2.7336,1617400,0.0000,1.0000
573,43.4739,92.6450,31.2736,-8.5881,-1.1155,-7.4726,87.6200,88.1200,81.7500,87.5600,2.7713,6366600,0.0000,1.0000
574,42.9819,90.4760,27.8823,-8.7245,-1.0015,-7.7230,86.8700,91.2500,83.8100,84.0000,2.6586,3870600,0.0000,1.0000
575,43.2174,89.2510,38.5335,-8.3235,-0.4804,-7.8431,81.7500,89.5600,80.3700,89.1200,2.8207,8070000,0.0000,1.0000
576,39.5562,88.4320,44.6375,-7.6401,0.1624,-7.8025,93.7500,99.7500,89.0000,92.5600,2.9296,7079000,0.0000,1.0000
577,36.2611,88.1630,42.9168,-7.1173,0.5481,-7.6655,93.3100,95.2500,89.6900,91.3100,2.8900,2889900,0.0000,1.0000
578,32.8030,88.4560,45.8133,-6.5022,0.9306,-7.4328,91.9700,96.7500,90.3100,92.8700,2.9394,4691800,0.0000,1.0000
579,29.6046,89.5310,52.1894,-5.6518,1.4248,-7.0766,93.6200,97.0000,91.6200,96.5600,3.0562,3009100,0.0000,1.0000
580,27.1018,90.2430,49.1423,-5.0607,1.6127,-6.6734,97.6200,98.5000,93.1200,94.8100,3.0008,2129700,0.0000,1.0000
581,24.8494,91.0910,50.8548,-4.4649,1.7668,-6.2317,96.7500,97.9400,94.3700,95.7500,3.0305,2253200,0.0000,1.0000
582,23.3036,91.5730,43.0427,-4.3110,1.5365,-5.8476,96.3700,96.4400,90.8700,91.1900,2.8862,2592300,0.0000,1.0000
583,22.8371,92.2670,49.3216,-3.8773,1.5762,-5.4535,91.1900,94.6900,88.1900,94.5000,2.9910,3138000,0.0000,1.0000
584,21.6826,92.9110,42.8793,-3.8172,1.3091,-5.1262,94.6900,96.2500,90.1200,90.4400,2.8625,2477200,0.0000,1.0000
585,21.0611,93.2360,46.5658,-3.5726,1.2429,-4.8155,91.2500,93.3700,89.0000,92.3700,2.9235,2219400,0.0000,1.0000
586,20.3005,93.0990,44.6100,-3.4344,1.1049,-4.5393,93.5000,93.7500,89.0600,91.1900,2.8862,2710400,0.0000,1.0000
587,18.8942,93.6300,54.4022,-2.8538,1.3484,-4.2022,90.5600,97.8700,89.8100,96.6200,3.0581,3517900,0.0000,1.0000
588,19.7032,94.4680,60.9437,-1.9971,1.7641,-3.7612,98.5000,103.9400,98.3700,101.2500,3.2046,4476700,0.0000,1.0000
589,23.4233,90.3750,23.7079,-4.9423,-0.9449,-3.9974,50.5000,56.9400,50.3100,55.6300,3.5214,4375000,0.0000,2.0000
590,26.6077,86.2690,23.0627,-7.3434,-2.6768,-4.6666,55.7500,57.6300,53.5600,53.7500,3.4024,8352000,0.0000,1.0000
591,29.6712,81.8630,22.3231,-9.3053,-3.7110,-5.5943,53.7800,54.6300,50.8100,51.6900,3.2720,3660100,0.0000,1.0000
592,32.3947,78.1570,25.4689,-10.5417,-3.9579,-6.5838,52.5000,54.7500,52.1300,54.1300,3.4265,3309900,0.0000,1.0000
593,34.6166,73.8820,24.3980,-11.5802,-3.9971,-7.5831,53.7800,55.5000,51.6300,51.7500,3.2758,3633400,0.0000,1.0000
594,36.6290,70.2820,28.1899,-12.0472,-3.5713,-8.4759,53.3100,55.3800,51.5000,54.4400,3.4461,5114800,0.0000,1.0000
595,38.4875,66.1700,26.4424,-12.5303,-3.2435,-9.2868,53.0600,53.9400,51.0600,51.2500,3.2442,3636800,0.0000,1.0000
596,39.7612,62.2890,28.1943,-12.6758,-2.7112,-9.9646,52.8100,54.9400,51.6900,52.3800,3.3157,5769600,0.0000,1.0000
597,40.9076,57.9580,29.7249,-12.5712,-2.0853,-10.4859,52.1300,54.3100,52.1300,53.3100,3.3746,1264800,0.0000,1.0000
598,42.1439,52.9960,28.5054,-12.4800,-1.5953,-10.8847,53.2500,55.1900,50.7500,51.6300,3.2682,4736000,0.0000,1.0000
599,43.4269,52.6140,28.8529,-12.2519,-1.0938,-11.1582,52.5000,52.9400,49.6300,51.8100,3.2796,5527600,0.0000,1.0000
600,43.6002,52.6830,34.0565,-11.7239,-0.4526,-11.2713,52.5900,54.8100,52.1300,54.4400,3.4461,4707200,0.0000,1.0000
601,42.0924,53.2270,39.1171,-10.9619,0.2475,-11.2094,54.0900,58.2500,53.7500,57.1300,3.6164,7103500,0.0000,1.0000
602,40.2765,53.5080,38.8829,-10.2552,0.7634,-11.0186,57.0000,59.2500,55.4400,56.9400,3.6043,6391000,0.0000,1.0000
603,38.6423,54.2210,42.7699,-9.4299,1.2710,-10.7008,58.1300,58.9400,56.3800,58.8800,3.7271,4025600,0.0000,1.0000
604,36.3124,54.4270,39.3579,-8.8657,1.4682,-10.3338,58.5000,60.6300,54.7500,56.5000,3.5765,7958200,0.0000,1.0000
605,34.2155,55.0710,41.9315,-8.2276,1.6849,-9.9126,57.1300,59.0000,56.8800,57.6900,3.6518,3397800,0.0000,1.0000
606,32.3282,55.6640,43.3239,-7.5845,1.8624,-9.4470,58.2500,58.8100,57.1300,58.3100,3.6911,4642900,0.0000,1.0000
607,30.7472,56.0580,41.4364,-7.0788,1.8945,-8.9733,58.5000,58.8800,56.8800,57.2500,3.6240,5685800,0.0000,1.0000
608,31.3300,56.1640,34.2948,-6.9657,1.6061,-8.5718,55.1900,56.8100,51.7500,52.6900,3.3353,8176300,0.0000,1.0000
609,31.6792,56.4960,40.4018,-6.6030,1.5750,-8.1780,55.0000,57.0600,54.1300,55.1300,3.4898,8313800,0.0000,1.0000
610,32.4080,56.4080,37.8844,-6.3689,1.4473,-7.8162,54.3600,55.6300,52.9400,53.5600,3.3904,3504200,0.0000,1.0000
611,34.5543,55.5640,31.1868,-6.5013,1.0519,-7.5532,52.5600,52.8800,47.5000,48.6900,3.0821,7360200,0.0000,1.0000
612,36.4859,54.8760,34.7903,-6.4217,0.9052,-7.3269,50.3100,50.6300,49.0600,50.0600,3.1688,3778700,0.0000,1.0000
613,37.7133,53.9940,34.7903,-6.2862,0.8326,-7.1188,49.8400,51.2500,49.2500,50.0600,3.1688,3758400,0.0000,1.0000
614,37.2353,53.5440,40.2593,-5.9536,0.9321,-6.8858,50.0000,53.2500,49.8800,52.0000,3.2916,5267600,0.0000,1.0000
615,37.8152,52.6060,34.1978,-5.9196,0.7730,-6.6925,52.2800,52.5000,46.8800,48.3100,3.0581,4248100,0.0000,1.0000
616,38.3371,51.8560,40.8966,-5.6260,0.8532,-6.4792,49.1600,51.6300,48.7500,50.8100,3.2163,2773200,0.0000,1.0000
617,38.8068,51.0620,38.2974,-5.4515,0.8222,-6.2737,50.3100,51.1600,49.2500,49.3100,3.1214,2451500,0.0000,1.0000
618,39.9372,50.5180,34.9117,-5.4170,0.6853,-6.1023,49.0000,49.9400,47.1900,47.2500,2.9910,2899200,0.0000,1.0000
619,41.7758,49.8050,37.1591,-5.2684,0.6671,-5.9356,45.5600,48.0600,44.2500,48.0000,3.0384,6069600,0.0000,1.0000
620,40.8091,49.1870,36.0168,-5.1415,0.6353,-5.7767,49.4700,51.2500,46.3100,47.3800,2.9992,4698600,0.0000,1.0000
621,39.9390,49.1120,37.9316,-4.9387,0.6704,-5.6091,47.8800,49.0600,47.1900,47.9400,3.0346,3345500,0.0000,1.0000
622,39.5184,48.7810,35.4283,-4.8185,0.6325,-5.4510,47.9400,48.0000,46.3100,46.7500,2.9593,3154900,0.0000,1.0000
623,38.7489,48.5250,38.2807,-4.6096,0.6731,-5.2827,48.1300,48.4400,47.2500,47.5000,3.0068,6779300,0.0000,1.0000
624,38.0564,48.0810,38.5221,-4.3886,0.7153,-5.1039,48.0000,48.4400,47.3800,47.5600,3.0106,4494900,0.0000,1.0000
625,38.3072,48.0190,39.0956,-4.1550,0.7591,-4.9141,46.8400,48.0000,45.5600,47.6900,3.0188,4251000,0.0000,1.0000
626,38.5330,47.6440,37.2258,-3.9750,0.7513,-4.7263,47.5900,47.6900,46.3100,47.0600,2.9789,2797500,0.0000,1.0000
627,38.4371,47.3820,36.0991,-3.8181,0.7265,-4.5447,47.2500,47.9400,46.5000,46.6900,2.9555,2039300,0.0000,1.0000
628,37.0971,47.5070,45.1261,-3.5073,0.8299,-4.3372,46.8800,49.0000,46.8100,48.5000,3.0701,2565600,0.0000,1.0000
629,33.9760,47.8510,56.2742,-2.9893,1.0783,-4.0676,48.3800,52.4400,48.3100,51.4400,3.2562,4837500,0.0000,1.0000
630,31.1669,48.1130,50.6718,-2.6643,1.1227,-3.7869,51.3800,51.8100,49.8800,50.0000,3.1650,3396000,0.0000,1.0000
631,28.4089,48.3690,52.4964,-2.3394,1.1580,-3.4974,50.2500,51.5600,49.6300,50.5000,3.1967,2401200,0.0000,1.0000
632,26.9643,48.8630,56.7288,-1.9632,1.2274,-3.1906,50.6300,52.8100,50.3800,51.6900,3.2720,4942900,0.0000,1.0000
633,27.0109,49.5440,64.4725,-1.4372,1.4027,-2.8399,51.4700,54.7500,51.0600,54.3100,3.4379,4229700,0.0000,1.0000
634,28.0996,50.3990,68.7425,-0.8650,1.5799,-2.4449,54.6700,56.6300,53.3800,56.1100,3.5518,5549400,0.0000,1.0000
635,29.5081,51.3110,70.2856,-0.3511,1.6751,-2.0262,56.5000,57.5000,56.3800,56.8100,3.5961,5972500,0.0000,1.0000
636,31.4512,52.4110,72.9366,0.1553,1.7452,-1.5899,57.2500,59.0000,57.0600,58.0600,3.6752,6410800,0.0000,1.0000
637,33.3873,53.6610,75.1624,0.6404,1.7842,-1.1438,57.8800,59.4400,57.6900,59.1900,3.7468,4768400,0.0000,1.0000
638,35.3723,54.7610,75.7698,1.0379,1.7454,-0.7075,59.0000,60.0000,58.7000,59.5000,3.7664,5096300,0.0000,1.0000
639,37.7572,55.7110,78.4855,1.4524,1.7279,-0.2755,58.9700,61.5000,58.9400,60.9400,3.8575,7492800,0.0000,1.0000
640,40.5887,57.0550,82.3100,1.9600,1.7884,0.1716,61.3100,63.6300,61.1300,63.4400,4.0158,4587000,0.0000,1.0000
641,43.2767,58.2490,76.2831,2.2556,1.6672,0.5884,62.6600,64.1200,62.2500,62.4400,3.9525,5332900,0.0000,1.0000
642,40.7416,58.9240,57.5534,2.1424,1.2432,0.8992,61.3800,62.3800,57.7500,58.4400,3.6993,6346500,0.0000,1.0000
643,38.5665,59.6930,65.8460,2.3133,1.1313,1.1820,59.1300,62.5600,58.2500,62.0000,3.9246,3883300,0.0000,1.0000
644,36.6089,59.9700,55.3215,2.1719,0.7919,1.3800,61.6300,61.6300,58.5000,58.8800,3.7271,3491400,0.0000,1.0000
645,34.4677,60.1330,53.9698,2.0013,0.4970,1.5043,58.6900,60.3800,58.1300,58.4400,3.6993,3346100,0.0000,1.0000
646,31.4159,60.1020,51.7659,1.7898,0.2284,1.5614,57.3400,60.0600,57.0000,57.7500,3.6556,3357100,0.0000,1.0000
647,28.4257,59.9830,52.5460,1.6236,0.0498,1.5738,56.7500,59.5000,56.7500,58.0000,3.6714,5464000,0.0000,1.0000
648,25.8661,59.7190,48.5663,1.3840,-0.1519,1.5359,58.5600,59.6300,56.8100,56.8600,3.5993,7617000,0.0000,1.0000
649,25.3226,59.1480,43.3501,1.0504,-0.3883,1.4388,57.7500,58.1900,54.2500,55.2300,3.4961,7044900,0.0000,1.0000
650,23.1662,58.8700,59.4646,1.2103,-0.1828,1.3931,55.2500,60.7500,55.0600,60.6600,3.8398,7581000,0.0000,1.0000
651,21.2254,58.6200,57.0728,1.2643,-0.1030,1.3673,59.7500,60.5000,58.5600,59.9400,3.7942,4848400,0.0000,1.0000
652,20.2818,58.8810,59.8399,1.3808,0.0108,1.3700,59.4100,61.4400,58.5600,61.0500,3.8645,4060500,0.0000,1.0000
653,19.8263,58.3500,46.7015,1.1085,-0.2092,1.3177,58.5000,59.6300,55.2500,56.6900,3.5885,9115900,0.0000,1.0000
654,21.9660,57.6810,37.3079,0.5235,-0.6353,1.1589,50.3100,52.4400,50.0000,52.1900,3.3037,12976800,0.0000,1.0000
655,21.5780,57.1870,41.1375,0.1638,-0.7961,0.9599,52.7500,55.5000,52.0600,53.5000,3.3866,7777700,0.0000,1.0000
656,21.5473,56.5560,37.1702,-0.2843,-0.9953,0.7110,53.3100,54.7500,51.3800,51.4400,3.2562,5195300,0.0000,1.0000
657,22.8255,55.6500,32.8927,-0.8315,-1.2340,0.4025,51.7500,52.7500,48.2500,48.9400,3.0979,7183200,0.0000,1.0000
658,23.1867,55.3140,45.5839,-0.8870,-1.0316,0.1446,49.3100,53.8100,48.1300,53.5000,3.3866,17492600,0.0000,1.0000
659,27.8049,52.3660,20.0039,-3.1341,-2.6229,-0.5111,28.1900,29.0000,25.3700,25.7500,1.6300,132529300,0.0000,1.0000
660,32.1162,48.7250,19.3516,-4.9785,-3.5739,-1.4046,26.6900,26.7500,23.5000,24.2500,1.5350,43299800,0.0000,1.0000
661,36.1066,44.9620,18.4855,-6.5216,-4.0936,-2.4280,24.9400,25.0000,22.1900,22.3100,1.4122,36395000,0.0000,1.0000
662,39.7264,41.2190,21.1339,-7.5518,-4.0990,-3.4528,22.3700,23.7500,21.8700,23.6200,1.4952,26179000,0.0000,1.0000
663,42.5394,37.7560,20.2628,-8.3973,-3.9556,-4.4417,23.5000,24.5000,22.0000,22.0600,1.3964,15589400,0.0000,1.0000
664,45.1895,34.7560,20.5660,-8.9536,-3.6096,-5.3441,22.6900,22.9400,21.0000,22.1900,1.4046,10940300,0.0000,1.0000
665,47.5745,31.5810,20.2761,-9.3226,-3.1828,-6.1398,22.6200,22.8700,21.1200,21.7500,1.3768,10670800,0.0000,1.0000
666,49.8060,28.5240,19.6602,-9.5756,-2.7487,-6.8269,21.6200,22.4400,20.5000,20.8700,1.3211,12341100,0.0000,1.0000
667,52.0056,25.5920,18.7609,-9.7645,-2.3500,-7.4144,20.1200,21.0000,19.1200,19.6200,1.2420,21400400,0.0000,1.0000
668,53.9852,22.2420,19.9970,-9.7708,-1.8851,-7.8857,20.3100,20.8100,19.5000,20.0000,1.2660,21269000,0.0000,1.0000
669,54.5766,21.8730,26.7140,-9.5001,-1.2915,-8.2086,20.2500,22.1200,20.0000,22.0600,1.3964,22281300,0.0000,1.0000
670,54.1132,21.5980,26.0533,-9.2244,-0.8127,-8.4118,22.3100,23.2500,21.3700,21.5000,1.3610,14646000,0.0000,1.0000
671,54.1631,21.3790,24.4009,-9.0134,-0.4813,-8.5321,21.6900,21.9400,19.6900,20.1200,1.2736,10745000,0.0000,1.0000
672,54.4566,21.0290,24.4009,-8.7454,-0.1706,-8.5748,19.4400,21.0600,18.7500,20.1200,1.2736,14897600,0.0000,1.0000
673,54.8398,20.7170,22.8697,-8.5298,0.0359,-8.5658,19.1600,19.8100,18.3100,18.9400,1.1989,26905800,0.0000,1.0000
674,54.5876,20.4480,25.3401,-8.2191,0.2773,-8.4964,19.0600,20.3700,18.9400,19.5000,1.2344,14129700,0.0000,1.0000
675,54.1472,20.3100,29.2518,-7.8126,0.5471,-8.3597,20.2700,20.5600,19.4400,20.3700,1.2894,9844500,0.0000,1.0000
676,53.9954,20.1100,26.5836,-7.5247,0.6680,-8.1927,20.6900,20.8700,18.8100,18.8700,1.1945,14365200,0.0000,1.0000
677,54.0059,19.9980,25.9352,-7.2429,0.7598,-8.0027,19.0600,19.1900,18.4400,18.5000,1.1711,11856600,0.0000,1.0000
678,54.3853,19.8480,25.9352,-6.9396,0.8505,-7.7901,18.8100,18.8700,17.5000,18.5000,1.1711,12890200,0.0000,1.0000
