,ADX,SMA,RSI,MACD,MACD_Hist,MACD_Signal,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
2204,51.0572,85.6700,82.9168,2.8684,0.5378,2.3306,88.9900,90.7500,87.8500,90.3100,11.4334,23997900,0.0000,1.0000
2205,54.2936,86.4990,84.9314,3.1532,0.6581,2.4951,89.5300,93.0800,89.5000,91.6300,11.6005,18524200,0.0000,1.0000
2206,57.2192,87.1410,70.3386,3.1737,0.5429,2.6308,92.5100,93.1590,89.5000,89.5400,11.3359,38387000,0.0000,1.0000
2207,59.8523,87.8870,75.4327,3.3347,0.5631,2.7716,90.3600,91.9700,89.9100,91.8100,11.6233,37006200,0.0000,1.0000
2208,62.4284,88.5670,75.3693,3.4220,0.5203,2.9017,93.0000,93.1500,90.2500,91.8000,11.6220,41324400,0.0000,1.0000
2209,64.7469,89.3280,74.3973,3.4403,0.4309,3.0094,92.2150,92.6800,91.0600,91.6600,11.6043,31088800,0.0000,1.0000
2210,64.7571,89.8990,71.8952,3.3882,0.3031,3.0852,91.8000,92.3300,90.1000,91.3200,11.5612,28395700,0.0000,1.0000
2211,64.7662,90.4260,70.3489,3.2929,0.1662,3.1267,91.8800,92.0500,90.5000,91.1200,11.5359,25340600,0.0000,1.0000
2212,64.9106,90.9060,70.8710,3.1927,0.0528,3.1399,91.6550,92.3300,90.8700,91.2700,11.5549,23672800,0.0000,1.0000
2213,62.4529,91.0290,59.6649,2.9629,-0.1416,3.1045,90.6450,91.3900,89.6700,89.8300,11.3726,22792300,0.0000,1.0000
2214,56.2364,90.7020,44.5128,2.5265,-0.4624,2.9889,90.0250,90.5000,86.9000,87.0400,11.0194,35886700,0.0000,1.0000
2215,50.6415,90.3650,50.6072,2.2531,-0.5886,2.8417,87.2300,89.3900,87.0000,88.2600,11.1738,28009900,0.0000,1.0000
2216,45.6061,90.2860,52.9151,2.0524,-0.6315,2.6839,88.9000,89.3000,88.0500,88.7500,11.2359,17849300,0.0000,1.0000
2217,43.6503,89.7190,41.4521,1.6635,-0.8163,2.4798,88.6100,88.8400,85.5300,86.1400,10.9054,36665000,0.0000,1.0000
2218,41.5630,89.4440,53.8399,1.5720,-0.7262,2.2982,87.9500,89.0700,87.1500,89.0500,11.2738,30609000,0.0000,1.0000
2219,38.4030,89.1330,51.7495,1.4425,-0.6846,2.1271,89.0500,90.0000,88.2600,88.5500,11.2105,29726100,0.0000,1.0000
2220,36.4947,88.7730,48.2913,1.2584,-0.6949,1.9534,89.0200,89.2200,87.3300,87.7200,11.1055,26426400,0.0000,1.0000
2221,36.8252,88.2080,40.1997,0.9203,-0.8264,1.7468,87.6250,88.0000,84.5900,85.4700,10.8206,25770600,0.0000,1.0000
2222,37.6691,87.7120,44.0860,0.7120,-0.8278,1.5398,84.7300,86.6800,83.6200,86.3100,10.9270,32550200,0.0000,1.0000
2223,38.4287,87.2050,38.9025,0.4170,-0.8982,1.3152,86.4700,86.6700,84.7400,84.7600,10.7307,20274700,0.0000,1.0000
2224,40.3542,86.7910,33.6303,0.0328,-1.0260,1.0587,84.6956,85.4800,82.2000,82.9000,10.4952,32271400,0.0000,1.0000
2225,42.3250,86.1850,31.8267,-0.3245,-1.1066,0.7821,83.4600,84.0391,81.6000,82.2000,10.4066,21903700,0.0000,1.0000
2226,44.3735,85.4610,30.0610,-0.6558,-1.1503,0.4945,82.1500,82.5700,80.8900,81.5100,10.3193,17524600,0.0000,1.0000
2227,47.3602,84.9990,30.1234,-0.9070,-1.1212,0.2142,78.1500,82.0000,76.7700,81.5200,10.3205,69134100,0.0000,1.0000
2228,50.0481,84.1810,28.2991,-1.1454,-1.0877,-0.0577,80.2200,81.2500,79.6500,80.8700,10.2382,39995600,0.0000,1.0000
2229,47.6495,83.8100,49.1840,-1.0024,-0.7558,-0.2466,83.9500,85.4000,83.3600,84.8400,10.7409,38443900,0.0000,1.0000
2230,46.2119,83.4180,45.3399,-0.9619,-0.5722,-0.3897,86.2900,86.5800,81.9000,83.8000,10.6092,44225700,0.0000,1.0000
2231,44.9181,83.4370,52.6880,-0.7708,-0.3049,-0.4659,84.0500,85.9500,83.8200,85.6600,10.8447,30259300,0.0000,1.0000
2232,43.4844,83.3110,50.2275,-0.6610,-0.1561,-0.5049,85.7700,86.2000,84.4000,85.0500,10.7674,29812200,0.0000,1.0000
2233,41.8183,83.3820,51.9443,-0.5340,-0.0232,-0.5108,85.9600,86.5300,85.2800,85.4700,10.8206,28468100,0.0000,1.0000
2234,39.8320,84.3490,70.8382,0.1381,0.5191,-0.3810,86.4500,92.9800,85.1500,92.5700,11.7195,119617800,0.0000,1.0000
2235,39.9334,85.8290,77.0843,1.0164,1.1179,-0.1015,94.7500,97.8000,93.4500,97.0000,12.2803,105460000,0.0000,1.0000
2236,40.0247,87.2580,72.4160,1.5972,1.3590,0.2382,95.9400,96.7800,95.1000,95.8000,12.1284,51437600,0.0000,1.0000
2237,38.6435,88.5680,67.9216,1.9400,1.3614,0.5786,94.5900,95.0600,93.2300,94.6200,11.9790,46881800,0.0000,1.0000
2238,38.2793,90.1910,71.9822,2.3843,1.4445,0.9397,95.6800,97.2500,95.4500,97.1000,12.2930,44431300,0.0000,1.0000
2239,37.4564,91.2020,64.1591,2.5336,1.2751,1.2585,97.5600,97.6000,94.8200,94.9500,12.0208,58795000,0.0000,1.0000
2240,34.2398,91.7290,48.2305,2.1527,0.7154,1.4374,92.1000,92.1100,89.0500,89.0700,11.2764,84450200,0.0000,1.0000
2241,31.7845,92.0130,46.9744,1.7843,0.2776,1.5067,88.6300,89.6500,88.1200,88.5000,11.2042,48731200,0.0000,1.0000
2242,30.6626,92.1870,43.2221,1.3389,-0.1343,1.4732,89.1400,89.1600,85.6500,86.7900,10.9877,51929500,0.0000,1.0000
2243,29.7127,92.2100,40.9078,0.8878,-0.4683,1.3561,85.7300,87.5100,85.5100,85.7000,10.8497,43122300,0.0000,1.0000
2244,28.8578,91.6230,43.9662,0.6039,-0.6017,1.2057,86.6800,87.1500,86.0800,86.7000,10.9763,33136200,0.0000,1.0000
2245,27.0917,90.5480,42.8571,0.3388,-0.6935,1.0323,87.1110,88.5000,86.0300,86.2500,10.9194,32356200,0.0000,1.0000
2246,26.0863,89.5060,40.6541,0.0578,-0.7796,0.8374,87.1150,87.3700,84.9900,85.3800,10.8092,35245500,0.0000,1.0000
2247,25.1815,88.6380,42.7585,-0.1184,-0.7646,0.6462,86.3000,86.6500,85.5300,85.9400,10.8801,32202300,0.0000,1.0000
2248,24.5447,87.4830,41.6166,-0.2861,-0.7459,0.4598,86.4300,86.4900,85.2500,85.5500,10.8307,20641800,0.0000,1.0000
2249,24.5479,86.5610,42.4054,-0.3999,-0.6878,0.2878,84.8600,86.0000,84.3500,85.7300,10.8535,30573900,0.0000,1.0000
2250,24.2628,86.1280,39.1712,-0.5635,-0.6811,0.1176,86.2300,86.2700,84.7400,84.7400,10.7282,23726500,0.0000,1.0000
2251,24.7111,85.7530,39.2233,-0.6845,-0.6416,-0.0429,84.1200,85.2500,83.7000,84.7500,10.7295,22197500,0.0000,1.0000
2252,25.1147,85.4680,36.4199,-0.8361,-0.6346,-0.2015,84.3000,85.2300,83.9400,83.9400,10.6269,20673300,0.0000,1.0000
2253,26.2151,85.3130,37.7025,-0.9285,-0.5816,-0.3469,84.4500,84.4700,82.8600,84.1500,10.6535,30871200,0.0000,1.0000
2254,24.9055,85.2580,48.6618,-0.8309,-0.3872,-0.4437,84.4800,86.3800,83.5500,86.1500,10.9067,38100900,0.0000,1.0000
2255,23.5841,85.2510,48.8119,-0.7425,-0.2390,-0.5035,85.4300,86.5100,85.4100,86.1800,10.9105,24251100,0.0000,1.0000
2256,24.0882,85.0400,37.1171,-0.8969,-0.3148,-0.5821,85.8800,86.2000,83.2100,83.2700,10.5421,30733600,0.0000,1.0000
2257,24.5419,84.9340,45.1898,-0.8792,-0.2377,-0.6416,84.4300,85.1800,83.6300,84.8800,10.7459,25859700,0.0000,1.0000
2258,24.7997,84.8490,44.4804,-0.8697,-0.1825,-0.6872,85.1600,85.2900,84.3000,84.7000,10.7231,20749500,0.0000,1.0000
2259,24.5270,84.8060,47.5308,-0.8045,-0.0939,-0.7107,84.6300,85.6400,84.5700,85.3000,10.7991,18142200,0.0000,1.0000
2260,24.2814,84.8530,47.0995,-0.7514,-0.0326,-0.7188,85.4400,85.6200,84.7800,85.2100,10.7877,12987900,0.0000,1.0000
2261,24.1893,84.8610,45.1764,-0.7316,-0.0102,-0.7214,85.2500,85.4100,84.6600,84.8300,10.7396,14281000,0.0000,1.0000
2262,22.8360,85.0570,51.3866,-0.6224,0.0792,-0.7016,84.6500,86.1600,84.1600,85.9000,10.8751,22060800,0.0000,1.0000
2263,23.2148,85.5620,64.9804,-0.2664,0.3481,-0.6145,85.9800,89.4900,85.9600,89.2000,11.2928,41261200,0.0000,1.0000
2264,24.5038,85.8980,65.9735,0.0402,0.5238,-0.4836,90.8000,90.8100,88.5300,89.5100,11.3321,29936600,0.0000,1.0000
2265,25.6640,86.1870,63.1492,0.2449,0.5828,-0.3379,89.1600,90.3400,88.8500,89.0700,11.2764,18496200,0.0000,1.0000
2266,24.9344,86.7250,60.4065,0.3689,0.5655,-0.1965,89.8400,90.0000,87.6100,88.6500,11.2232,21994600,0.0000,1.0000
2267,24.4993,86.6300,39.1658,0.0854,0.2256,-0.1402,86.3000,87.0800,83.4100,83.9300,10.6256,40921900,0.0000,1.0000
2268,24.3814,86.6210,42.4075,-0.0835,0.0454,-0.1288,83.0000,85.6000,83.0000,84.6100,10.7117,32838400,0.0000,1.0000
2269,22.1020,86.7970,52.5334,-0.0194,0.0876,-0.1069,84.0300,88.3100,83.7500,87.0600,11.0219,50554600,0.0000,1.0000
2270,20.0506,86.8170,46.4254,-0.1006,0.0051,-0.1057,86.7700,87.5400,85.2100,85.4100,10.8130,30714300,0.0000,1.0000
2271,19.1163,86.9660,49.9883,-0.0904,0.0122,-0.1026,85.8900,88.6500,85.7600,86.3199,10.9282,29960700,0.0000,1.0000
2272,18.2754,87.1950,56.5821,0.0677,0.1362,-0.0685,87.8000,88.3100,87.4000,88.1900,11.1650,25828100,0.0000,1.0000
2273,18.0873,87.0470,54.5729,0.1533,0.1775,-0.0242,88.0500,88.9700,87.4500,87.7200,11.1055,22367300,0.0000,1.0000
2274,17.9181,86.8960,55.6161,0.2410,0.2122,0.0289,88.5900,88.7200,87.4600,88.0000,11.1409,18250400,0.0000,1.0000
2275,17.8933,86.7860,55.4645,0.3046,0.2206,0.0840,88.8000,88.8500,87.4000,87.9700,11.1371,16137000,0.0000,1.0000
2276,18.9362,86.9080,62.6339,0.5025,0.3348,0.1677,88.0700,89.9900,87.9900,89.8700,11.3777,26050300,0.0000,1.0000
2277,20.3868,87.3550,55.0198,0.5345,0.2935,0.2411,89.4100,90.6000,88.4000,88.4000,11.1916,30996100,0.0000,1.0000
2278,20.9079,87.8940,60.7851,0.6812,0.3521,0.3291,88.6000,90.0000,87.9200,90.0000,11.3941,28449500,0.0000,1.0000
2279,21.7244,88.1450,58.5444,0.7540,0.3399,0.4141,89.9600,90.3600,89.3100,89.5700,11.3397,19982100,0.0000,1.0000
2280,22.4592,88.5630,58.6232,0.8041,0.3120,0.4921,89.5380,89.9900,89.3200,89.5900,11.3422,20418000,0.0000,1.0000
2281,24.5383,89.0440,64.4126,0.9570,0.3719,0.5851,90.2400,91.5500,89.5900,91.1300,11.5372,25462900,0.0000,1.0000
2282,26.6344,89.3730,65.6270,1.0938,0.4070,0.6868,91.3500,91.8400,91.0600,91.4800,11.5815,17461300,0.0000,1.0000
2283,29.8675,89.9880,72.6967,1.3792,0.5539,0.8253,91.9900,94.0000,91.6500,93.8700,11.8841,24532000,0.0000,1.0000
2284,32.9567,90.5840,72.9297,1.5942,0.6152,0.9791,93.7300,94.3600,93.0000,93.9600,11.8955,20053300,0.0000,1.0000
2285,35.7371,91.1390,69.6993,1.7095,0.5843,1.1252,93.3500,94.0700,93.3000,93.5200,11.8398,16103000,0.0000,1.0000
2286,39.0847,91.7370,75.9637,1.9661,0.6728,1.2934,93.9900,95.9000,93.3000,95.8500,12.1347,30892400,0.0000,1.0000
2287,42.4314,92.4430,73.1511,2.1137,0.6563,1.4574,95.7100,96.8300,95.0000,95.4600,12.0854,33287600,0.0000,1.0000
2288,42.1071,92.7670,59.2708,2.0281,0.4566,1.5716,94.8800,95.4000,93.1500,93.2400,11.8043,33654900,0.0000,1.0000
2289,40.4717,93.1850,61.1524,1.9787,0.3257,1.6530,94.1900,94.1900,92.2300,93.7500,11.8689,25918700,0.0000,1.0000
2290,39.4011,93.5170,56.3854,1.8504,0.1579,1.6925,94.2800,94.6800,92.7500,92.9100,11.7625,21448500,0.0000,1.0000
2291,38.4375,93.7690,59.4774,1.7878,0.0763,1.7115,94.1400,94.2500,93.0200,93.6500,11.8562,17928300,0.0000,1.0000
2292,38.3970,94.0710,62.8396,1.7862,0.0597,1.7265,94.1400,95.2300,93.7600,94.5000,11.9638,20854800,0.0000,1.0000
2293,38.3606,94.1110,61.3102,1.7462,0.0158,1.7304,94.9400,95.1400,94.1300,94.2700,11.9347,17028000,0.0000,1.0000
2294,37.1828,94.1830,63.0895,1.7277,-0.0022,1.7299,94.1200,94.6800,93.5200,94.6800,11.9866,12697000,0.0000,1.0000
2295,36.7517,94.1960,55.9119,1.6114,-0.0948,1.7062,95.2100,95.3000,93.0400,93.6500,11.8562,14762200,0.0000,1.0000
2296,36.3636,94.0360,58.9358,1.5497,-0.1252,1.6749,93.6700,94.2580,93.4100,94.2500,11.9322,12588100,0.0000,1.0000
2297,33.9475,93.7490,48.6735,1.3513,-0.2588,1.6102,93.9000,93.9500,92.3300,92.5900,11.7220,19607800,0.0000,1.0000
2298,31.6312,93.6440,46.5054,1.1486,-0.3693,1.5178,92.0400,92.3100,90.7200,92.1900,11.6714,23452700,0.0000,1.0000
2299,30.3082,93.2930,37.4657,0.8211,-0.5574,1.3785,90.9000,91.4001,90.0599,90.2400,11.4245,25712200,0.0000,1.0000
2300,28.9499,93.1450,44.7480,0.6501,-0.5827,1.2328,90.5700,91.5000,90.2500,91.4300,11.5752,21751200,0.0000,1.0000
2301,26.4220,92.8150,40.0454,0.4225,-0.6482,1.0708,92.0000,92.3000,89.7000,90.3500,11.4384,26854300,0.0000,1.0000
2302,24.2943,92.4050,40.3678,0.2434,-0.6619,0.9053,90.1600,90.8500,89.6000,90.4000,11.4448,16573000,0.0000,1.0000
2303,22.0197,92.0050,39.7504,0.0900,-0.6523,0.7422,90.1900,91.2500,89.8300,90.2700,11.4283,15211200,0.0000,1.0000
2304,19.9725,91.6340,44.8016,0.0246,-0.5741,0.5987,90.8890,91.1800,90.5500,90.9700,11.5169,18670700,0.0000,1.0000
2305,21.4755,91.6200,58.7461,0.1756,-0.3384,0.5141,91.5850,93.8000,91.4200,93.5100,11.8385,27867500,0.0000,1.0000
2306,24.5948,91.5190,57.0440,0.2705,-0.1949,0.4654,93.9600,96.3900,91.3000,93.2400,11.8043,37687600,0.0000,1.0000
2307,27.4021,91.7948,65.6720,0.5099,0.0356,0.4743,94.2300,95.4000,93.8000,95.3480,12.0712,42398000,0.0000,1.0000
2308,32.1966,92.4598,74.9375,0.9702,0.3967,0.5734,101.5800,102.5000,98.3000,98.8400,12.5133,62063500,0.0000,1.0000
2309,35.7446,93.4278,77.0648,1.4059,0.6660,0.7399,98.1800,99.9500,97.6900,99.9200,12.6500,24978700,0.0000,1.0000
2310,39.1873,94.2648,76.2656,1.7217,0.7854,0.9363,100.0900,101.0000,99.6700,99.8000,12.6348,22018200,0.0000,1.0000
2311,40.8594,95.1768,73.9232,1.9231,0.7895,1.1337,99.5900,100.3500,98.5500,99.4700,12.5930,19018700,0.0000,1.0000
2312,42.4329,96.1758,76.1887,2.1325,0.7990,1.3334,99.6500,100.5400,99.4700,100.3900,12.7095,18040900,0.0000,1.0000
2313,44.1808,97.1888,76.2136,2.2730,0.7516,1.5213,100.7300,101.4500,100.0100,100.4000,12.7108,20574200,0.0000,1.0000
2314,45.8093,98.1728,77.2976,2.3898,0.6948,1.6950,100.8000,101.6000,100.5000,100.8100,12.7627,13642400,0.0000,1.0000
2315,48.1428,99.2138,83.5976,2.7023,0.8058,1.8965,101.0800,104.3500,101.0100,103.9200,13.1564,30769900,0.0000,1.0000
2316,50.4474,100.3958,85.2632,3.0072,0.8886,2.1186,103.4700,105.1500,103.4200,105.0600,13.3007,27999900,0.0000,1.0000
2317,52.9328,101.5490,87.5126,3.3570,0.9907,2.3663,104.9100,106.9600,104.8900,106.8800,13.5311,25634200,0.0000,1.0000
2318,55.5192,102.3990,88.0258,3.6295,1.0106,2.6189,106.6300,108.8400,105.9200,107.3400,13.5894,42759200,0.0000,1.0000
2319,57.8970,103.2810,89.4871,3.9133,1.0355,2.8778,107.7400,109.1300,106.7800,108.7400,13.7666,23346300,0.0000,1.0000
2320,60.1885,104.2370,90.0826,4.1406,1.0102,3.1304,109.6200,110.0000,108.2500,109.3600,13.8451,23283800,0.0000,1.0000
2321,59.6857,105.0420,75.9043,4.1246,0.7954,3.3292,109.5700,110.2000,106.4800,107.5200,13.6122,34089800,0.0000,1.0000
2322,55.9101,105.7370,74.6276,4.0508,0.5773,3.4735,108.5300,108.8300,103.4200,107.3400,13.5894,40241700,0.0000,1.0000
2323,53.0963,106.6410,79.1694,4.1143,0.5126,3.6017,107.1500,109.8700,107.1500,109.4400,13.8552,26260400,0.0000,1.0000
2324,50.9827,107.5620,80.2541,4.1634,0.4494,3.7140,110.2300,110.6400,109.7700,110.0200,13.9287,22190900,0.0000,1.0000
2325,49.9753,108.3680,83.4835,4.3108,0.4774,3.8334,110.3100,112.4500,110.0500,111.9800,14.1768,22853300,0.0000,1.0000
2326,49.6300,109.2160,85.5705,4.5016,0.5346,3.9670,112.4900,113.7500,112.0100,113.5400,14.3743,20443200,0.0000,1.0000
2327,49.8119,109.8170,80.8414,4.5480,0.4647,4.0832,114.0200,115.0000,112.5900,112.8900,14.2920,32549100,0.0000,1.0000
2328,47.6457,110.1520,66.9307,4.3569,0.2190,4.1380,112.8100,114.4600,110.3700,110.6900,14.0135,31691500,0.0000,1.0000
2329,45.6961,110.6400,73.6423,4.3914,0.2027,4.1886,112.0000,113.7800,111.5000,113.6200,14.3844,22605700,0.0000,1.0000
2330,44.5492,111.1390,75.0444,4.4265,0.1903,4.2362,114.4500,114.8600,112.6900,114.3500,14.4769,23060500,0.0000,1.0000
2331,45.2216,112.2640,81.6215,4.7562,0.4160,4.3402,114.3000,118.8800,113.5300,118.7700,15.0364,52801600,0.0000,1.0000
2332,46.7560,113.6491,84.1619,5.1534,0.6506,4.5029,120.0700,122.1700,119.5410,121.1910,15.3429,46323800,0.0000,1.0000
2333,46.9397,114.5451,71.5019,5.1833,0.5443,4.6389,121.1000,121.1900,118.2900,118.4000,14.9896,31616500,0.0000,1.0000
2334,47.2825,115.6761,75.7559,5.3813,0.5939,4.7874,118.6300,121.7300,117.9000,121.3300,15.3605,31666900,0.0000,1.0000
2335,47.9080,116.7451,77.4652,5.5821,0.6357,4.9463,121.4100,122.6900,120.5000,122.6700,15.5302,32885200,0.0000,1.0000
2336,48.8952,117.7551,78.6745,5.7531,0.6454,5.1077,122.3000,124.0500,121.9500,123.6400,15.6530,39722900,0.0000,1.0000
2337,50.6698,118.8730,79.2224,5.8558,0.5985,5.2573,124.9900,127.6100,123.1900,124.0690,15.7073,68395700,0.0000,1.0000
2338,51.3392,120.2530,79.7887,5.9031,0.5166,5.3865,125.8250,125.8300,122.2900,124.4900,15.7606,44345800,0.0000,1.0000
2339,49.4402,120.9100,60.9409,5.5298,0.1147,5.4151,126.0000,126.1500,119.5400,120.1900,15.2162,66937800,0.0000,1.0000
2340,46.7620,121.5130,61.3887,5.1895,-0.1805,5.3700,119.3500,121.7100,118.3100,120.3800,15.2403,50948800,0.0000,1.0000
2341,42.3719,121.3860,51.4537,4.6340,-0.5888,5.2228,121.1500,121.1900,115.4000,117.5000,14.8757,61476900,0.0000,1.0000
2342,38.4209,121.1419,54.9683,4.2457,-0.7817,5.0274,117.2000,119.4500,116.4200,118.7500,15.0339,34759500,0.0000,1.0000
2343,35.6138,121.3519,59.5263,4.0327,-0.7957,4.8285,120.6200,120.6700,119.8600,120.5000,15.2555,28972100,0.0000,1.0000
2344,35.2437,121.7279,68.7456,4.1860,-0.5140,4.7000,123.2800,125.1800,122.5400,125.0900,15.8366,32521600,0.0000,1.0000
2345,34.9106,121.8269,63.7211,4.1443,-0.4445,4.5888,124.6900,125.0100,122.9100,123.6600,15.6555,33679500,0.0000,1.0000
2346,33.4902,121.6179,56.9027,3.8962,-0.5542,4.4503,123.8700,124.6600,121.5000,121.5500,15.3884,32054000,0.0000,1.0000
2347,31.6129,121.6010,61.9422,3.8448,-0.4844,4.3292,121.7000,124.2900,120.7200,123.9000,15.6859,30965900,0.0000,1.0000
2348,30.0187,121.4520,59.0062,3.6889,-0.5122,4.2011,123.8500,124.4500,122.3800,123.0000,15.5720,22567000,0.0000,1.0000
2349,27.5084,121.6670,56.8119,3.4721,-0.5832,4.0553,124.1900,125.0900,121.0600,122.3400,15.4884,34478700,0.0000,1.0000
2350,25.8901,121.5940,48.6237,3.0481,-0.8058,3.8539,123.9800,124.0000,118.7200,119.6500,15.1478,48035900,0.0000,1.0000
2351,24.4335,122.0330,54.6688,2.8598,-0.7953,3.6551,120.6100,122.0400,119.2600,121.8900,15.4314,34810600,0.0000,1.0000
2352,22.7280,122.2140,50.7308,2.5736,-0.8651,3.4388,122.3600,122.4900,120.0000,120.5600,15.2631,29933700,0.0000,1.0000
2353,20.9709,122.3680,54.7600,2.4381,-0.8005,3.2386,121.9700,124.0000,121.0900,122.0400,15.4504,40637200,0.0000,1.0000
2354,19.7596,121.9850,52.2575,2.2420,-0.7973,3.0393,121.0500,122.0900,119.3000,121.2600,15.3517,35530800,0.0000,1.0000
2355,20.2202,122.3360,65.5225,2.5342,-0.4041,2.9383,122.0000,127.4000,121.5000,127.1700,16.0999,41517200,0.0000,1.0000
2356,22.6193,123.4560,73.3039,3.1794,0.1929,2.9865,128.8000,132.9700,128.6900,132.7500,16.8063,51894700,0.0000,1.0000
2357,24.8844,124.2960,71.8508,3.6128,0.5010,3.1118,133.1300,133.3400,130.4000,132.3000,16.7494,31239100,0.0000,1.0000
2358,25.9777,125.0290,65.5324,3.7540,0.5138,3.2402,132.3800,132.9000,129.1800,130.3301,16.5000,35565000,0.0000,1.0000
2359,27.5176,126.0300,68.6712,3.9830,0.5942,3.3888,128.8800,134.5000,128.8100,132.3500,16.7557,44821700,0.0000,1.0000
2360,28.9035,127.3040,68.7339,4.1202,0.5851,3.5351,132.0700,133.7000,131.3100,132.3900,16.7607,29349000,0.0000,1.0000
2361,30.3550,128.5220,71.4024,4.3147,0.6238,3.6910,133.8500,134.2400,132.3900,134.0699,16.9734,25164600,0.0000,1.0000
2362,32.8243,130.2390,76.2994,4.7100,0.8152,3.8948,135.0300,137.8500,134.5200,137.7300,17.4368,32414500,0.0000,1.0000
2363,35.5806,131.8450,76.7467,4.9955,0.8806,4.1149,138.3900,139.9800,137.5000,138.1000,17.4836,33432600,0.0000,1.0000
2364,38.0612,133.6100,77.7671,5.2268,0.8895,4.3373,138.3000,139.6000,137.5000,138.9099,17.5862,25355700,0.0000,1.0000
2365,38.8291,134.7050,74.2368,5.2855,0.7586,4.5270,138.1900,138.4400,136.0400,138.1200,17.4862,27030600,0.0000,1.0000
2366,40.2876,135.4300,76.9982,5.4212,0.7154,4.7058,140.3000,140.8100,139.6500,140.0000,17.7242,26174700,0.0000,1.0000
2367,42.4510,136.5750,81.4134,5.7649,0.8473,4.9176,141.6500,144.1800,140.0000,143.7500,18.1989,41706200,0.0000,1.0000
2368,44.6224,137.9120,81.1825,5.9645,0.8375,5.1270,143.3100,145.2200,140.9300,143.7000,18.1926,37017500,0.0000,1.0000
2369,41.6655,138.1660,52.2019,5.3501,0.1785,5.1716,138.8800,141.0000,134.1500,134.8899,17.0772,64117600,0.0000,1.0000
2370,39.0044,138.6530,56.8105,4.9969,-0.1398,5.1367,137.3500,138.3600,135.0000,137.2600,17.3773,53435100,0.0000,1.0000
2371,39.6319,139.8460,69.0410,5.3603,0.1789,5.1814,145.8700,148.5000,136.9600,146.0000,18.4838,78093900,0.0000,1.0000
2372,40.2848,140.4580,64.0810,5.4125,0.1849,5.2276,146.1900,148.9200,143.7800,143.8500,18.2116,41467800,0.0000,1.0000
2373,38.6486,140.7910,58.7981,5.1987,-0.0232,5.2218,144.3300,145.4500,139.5700,141.4300,17.9052,39535300,0.0000,1.0000
2374,35.4186,140.0760,43.0432,4.2005,-0.8171,5.0176,142.9700,143.4800,131.5200,131.7600,16.6810,62942600,0.0000,1.0000
2375,33.5629,139.7640,48.2095,3.6291,-1.1108,4.7399,133.6400,135.3800,127.7700,135.0000,17.0912,62505600,0.0000,1.0000
2376,31.3092,139.4130,50.5036,3.2588,-1.1848,4.4437,136.6500,136.9600,134.1500,136.4900,17.2798,30451600,0.0000,1.0000
2377,30.0383,138.2230,43.7917,2.5615,-1.5057,4.0672,135.2600,135.9500,131.5000,131.8499,16.6924,24256700,0.0000,1.0000
2378,29.7288,137.3780,49.2798,2.2572,-1.4480,3.7052,132.9000,135.2700,128.3000,135.2500,17.1228,33041800,0.0000,1.0000
2379,28.6185,137.3920,48.9365,1.9755,-1.3838,3.3593,134.9400,137.2400,132.6300,135.0301,17.0950,33926300,0.0000,1.0000
2380,27.8044,137.0670,47.2399,1.6509,-1.3667,3.0176,136.7600,136.8600,132.0000,134.0100,16.9658,28860600,0.0000,1.0000
2381,28.7980,135.1060,36.6844,0.7699,-1.7981,2.5681,131.1100,133.0000,125.0900,126.3900,16.0011,40192700,0.0000,1.0000
2382,30.5840,133.2210,35.0950,-0.0400,-2.0864,2.0465,123.1200,127.7500,120.3000,125.0000,15.8252,50383900,0.0000,1.0000
2383,31.4512,131.8570,40.8140,-0.4515,-1.9983,1.5469,128.3300,129.3500,126.5000,127.7900,16.1784,26889700,0.0000,1.0000
2384,32.7728,131.0840,36.0566,-1.0687,-2.0924,1.0238,128.2900,128.3000,123.7100,124.0300,15.7024,26393100,0.0000,1.0000
2385,34.6589,129.5740,31.5660,-1.8695,-2.3146,0.4451,122.7400,124.8600,119.6500,119.9000,15.1795,35459000,0.0000,1.0000
2386,37.4047,127.6300,28.8145,-2.7030,-2.5185,-0.1845,117.0100,118.5000,111.6200,117.0500,14.8187,66667500,0.0000,1.0000
2387,37.7620,126.6510,39.1711,-2.9255,-2.1928,-0.7327,122.0100,123.5000,119.8200,122.0600,15.4530,42680800,0.0000,1.0000
2388,37.6865,125.3480,39.4835,-3.0538,-1.8569,-1.1969,123.9600,124.5000,120.5000,122.2200,15.4732,28689900,0.0000,1.0000
2389,35.9408,124.6020,49.1808,-2.6927,-1.1966,-1.4961,122.2100,128.9600,121.0000,127.5700,16.1505,46537400,0.0000,1.0000
2390,33.1235,124.4520,56.3559,-1.9851,-0.3912,-1.5939,131.2200,132.7500,130.3300,132.5100,16.7759,37920200,0.0000,1.0000
2391,30.3981,124.9200,53.8915,-1.5229,0.0568,-1.5797,133.0900,133.3400,129.7600,131.0700,16.5936,30958500,0.0000,1.0000
2392,27.4392,125.9500,59.6505,-0.8060,0.6190,-1.4249,130.5300,135.3700,129.8100,135.3000,17.1292,32565500,0.0000,1.0000
2393,24.7761,126.3960,54.2245,-0.4784,0.7572,-1.2356,133.3907,134.6600,132.1000,132.2500,16.7430,25265700,0.0000,1.0000
2394,23.9662,126.6750,45.9554,-0.6495,0.4689,-1.1184,130.9900,132.4100,126.6300,126.8200,16.0556,42120200,0.0000,1.0000
