,Target
3621,72.7920
3622,72.7806
3623,74.0820
3624,75.3316
3625,77.3230
3626,76.8229
3627,76.9470
3628,77.9484
3629,78.8156
3630,78.6085
3631,78.4751
3632,78.9207
3633,79.0440
3634,80.0993
3635,80.3142
3636,80.2049
3637,80.9054
3638,82.4019
3639,84.5684
3640,83.4129
3641,85.0413
3642,84.2480
3643,84.3232
3644,85.9072
3645,85.7953
3646,85.6257
3647,84.4054
3648,84.5798
3649,85.8169
3650,85.2142
3651,85.9822
3652,86.5124
3653,84.2619
3654,83.9886
3655,85.1583
3656,86.8353
3657,87.8906
3658,88.9714
3659,89.2421
3660,89.2662
3661,88.8340
3662,89.0113
3663,87.8283
3664,85.6351
3665,84.5722
3666,86.6242
3667,84.8169
3668,83.8360
3669,84.0801
3670,85.3694
3671,84.7781
3672,82.9715
3673,81.1381
3674,80.8431
3675,81.4864
3676,79.8578
3677,80.0630
3678,80.7045
3679,82.6158
3680,81.9573
3681,80.4350
3682,77.5361
3683,80.6117
3684,77.9831
3685,78.4249
3686,77.4978
3687,76.7936
3688,75.6900
3689,75.8451
3690,73.3354
3691,74.3298
3692,74.1045
3693,71.2823
3694,68.6952
3695,69.8845
3696,69.3441
3697,69.3528
3698,68.5841
3699,67.1456
3700,67.4085
3701,72.2695
3702,71.6542
3703,71.7547
3704,73.0066
3705,75.3099
3706,74.7031
3707,74.4680
3708,75.2881
3709,74.7669
3710,74.8832
3711,73.5617
3712,68.8283
3713,69.9081
3714,68.1203
3715,67.6823
3716,69.1599
3717,68.8549
3718,67.6656
3719,65.1239
3720,66.2782
3721,68.2034
3722,67.2338
3723,66.6487
3724,66.3421
3725,66.4492
3726,65.5334
3727,65.7966
3728,65.0978
3729,67.9827
3730,70.1362
3731,69.2504
3732,67.3219
3733,66.9259
3734,67.1060
3735,66.0572
3736,66.8761
3737,66.4660
3738,64.0964
3739,62.0741
3740,64.6508
3741,64.2152
3742,63.8728
3743,64.4821
3744,65.6619
3745,57.5494
3746,56.1927
3747,57.4638
3748,58.5420
3749,58.3580
3750,58.1868
3751,57.9480
3752,56.5039
3753,58.4876
3754,58.4244
3755,60.1516
3756,61.0200
3757,61.6559
3758,60.1105
3759,59.9961
3760,59.9422
3761,59.1161
3762,59.0943
3763,57.6631
3764,57.3047
3765,57.9149
3766,56.8859
3767,57.6785
3768,57.1133
3769,56.7060
3770,55.3019
3771,53.9632
3772,55.3885
3773,54.6842
3774,55.3163
3775,55.4625
3776,56.2525
3777,55.0398
3778,55.0295
3779,55.5627
3780,56.9964
3781,58.5457
3782,58.3877
3783,58.0781
3784,58.1616
3785,59.3409
3786,59.5555
3787,59.2415
3788,58.0781
3789,56.8679
3790,55.1015
3791,55.2148
3792,55.4972
3793,54.9486
3794,54.3679
3795,54.7546
3796,54.8535
3797,55.9725
3798,55.7978
3799,55.2158
3800,53.9375
3801,54.7585
3802,51.7472
3803,50.3661
3804,50.1708
3805,51.2166
3806,52.1750
3807,52.0891
3808,52.4640
3809,53.5977
3810,55.2569
3811,56.8833
3812,56.4350
3813,57.2353
3814,57.8083
3815,59.1868
3816,58.9232
3817,59.5889
3818,59.0724
3819,58.5810
3820,58.8099
3821,57.4028
3822,55.4616
3823,56.2024
3824,56.0320
3825,57.2826
3826,56.8597
3827,57.0787
3828,57.1804
3829,57.5697
3830,57.0897
3831,57.5438
3832,58.4012
3833,58.1626
3834,58.2900
3835,58.1077
3836,57.5645
3837,56.7045
3838,57.1378
3839,56.7601
3840,56.5932
3841,55.8936
3842,56.3818
3843,55.6168
3844,55.8690
3845,55.8393
3846,54.7051
3847,53.9082
3848,53.4765
3849,52.0591
3850,52.0707
3851,51.4810
3852,50.9262
3853,51.2818
3854,52.9230
3855,54.1218
3856,54.4206
3857,53.9834
3858,53.6769
3859,54.6210
3860,54.4115
3861,55.2596
3862,55.1590
3863,55.2793
3864,55.6356
3865,55.6505
3866,55.8377
3867,54.9573
3868,55.1331
3869,54.1865
3870,56.9696
3871,56.7096
3872,57.0317
3873,57.9111
3874,58.6263
3875,58.5241
3876,59.0603
3877,59.8186
3878,60.7123
3879,60.1691
3880,60.1342
3881,60.0152
3882,59.1612
3883,60.8419
3884,63.7332
3885,64.8957
3886,64.8189
3887,65.3943
3888,66.0986
3889,65.2303
3890,65.3982
3891,65.4764
3892,65.2238
3893,65.4777
3894,63.6056
3895,63.9058
3896,64.0105
3897,63.4268
3898,63.6043
3899,64.9206
3900,64.4753
3901,64.8593
3902,65.8942
3903,64.3932
3904,60.8874
3905,61.5357
3906,60.5216
3907,58.5975
3908,59.2745
3909,60.4930
3910,61.4850
3911,60.8484
3912,63.8725
3913,63.6720
3914,62.6866
3915,63.2971
3916,62.8454
3917,62.0643
3918,63.5236
3919,63.7319
3920,62.9313
3921,62.8818
3922,63.4963
3923,62.6097
3924,63.3450
3925,63.7421
3926,64.1553
3927,64.5755
3928,64.9192
3929,65.2360
3930,65.6768
3931,66.2483
3932,67.8720
3933,67.6774
3934,68.3404
3935,69.2451
3936,68.4703
3937,68.9803
3938,67.2622
3939,68.3320
3940,68.0464
3941,67.6986
3942,68.5734
3943,68.4040
3944,68.2115
3945,67.1079
3946,68.1643
3947,67.9664
3948,68.0923
3949,68.1740
3950,69.1595
3951,68.7446
3952,67.9115
3953,68.0321
3954,67.4363
3955,68.2398
3956,68.0648
3957,68.5807
3958,69.8457
3959,71.4903
3960,72.8142
3961,72.1804
3962,74.1566
3963,73.9835
3964,74.3634
3965,73.3314
3966,74.1708
3967,74.0555
3968,73.5069
3969,73.3995
3970,72.5994
3971,73.0014
3972,72.6728
3973,72.1202
3974,71.2939
3975,71.8910
3976,74.6500
3977,74.3331
3978,73.8395
3979,73.3406
3980,72.6112
3981,73.4623
3982,72.4292
3983,70.8382
3984,71.2245
3985,70.7148
3986,71.1630
3987,70.2541
3988,69.7854
3989,70.1508
3990,71.5466
3991,72.9831
3992,72.5759
3993,70.7976
3994,71.8976
3995,72.2171
3996,72.8286
3997,71.5047
3998,72.0848
3999,66.3233
4000,65.5703
4001,65.4436
4002,65.5507
4003,65.6725
4004,66.6231
4005,67.1207
4006,67.5096
4007,68.4541
4008,69.6804
4009,70.5985
4010,70.5933
4011,71.7142
4012,71.6563
4013,71.9197
4014,70.7843
4015,69.9649
4016,69.1878
4017,69.4907
4018,68.7676
4019,68.1472
4020,69.5065
4021,69.3182
4022,69.5184
4023,69.9768
4024,70.1243
4025,69.9123
4026,69.8714
4027,69.9347
4028,70.6157
4029,70.6842
4030,69.8991
4031,69.1140
4032,69.3840
4033,69.9979
4034,69.9794
4035,69.6422
4036,70.1915
4037,71.0240
4038,71.7880
4039,71.1017
4040,70.7961
4041,70.7171
4042,70.7013
4043,71.3480
4044,71.4666
4045,70.9713
4046,70.0532
4047,68.9533
4048,68.9494
4049,69.8556
4050,68.9546
4051,68.4449
4052,68.7175
4053,68.2275
4054,68.3658
4055,69.1469
4056,69.9676
4057,70.0373
4058,69.1219
4059,74.7887
4060,75.3380
4061,78.2556
4062,78.0238
4063,77.7287
4064,77.9118
4065,78.0567
4066,79.1606
4067,78.2978
4068,78.0238
4069,77.8855
4070,77.5613
4071,78.5266
4072,78.6498
4073,78.6644
4074,77.9954
4075,79.1465
4076,80.0843
4077,80.1002
4078,80.3122
4079,80.4393
4080,81.3480
4081,82.8713
4082,82.6567
4083,84.1628
4084,83.8475
4085,83.2713
4086,84.4489
4087,85.4132
4088,85.7483
4089,85.5126
4090,86.8810
4091,87.3909
4092,87.0293
4093,85.5736
4094,84.6371
4095,85.4901
4096,85.3789
4097,85.4716
4098,85.1749
4099,84.2940
4100,84.2198
4101,83.7099
4102,83.7840
4103,84.2847
4104,85.2861
4105,86.1670
4106,86.7141
4107,86.6770
4108,87.1870
4109,88.9839
4110,88.4109
4111,88.4480
4112,88.1188
4113,88.2903
4114,89.4308
4115,88.3831
4116,87.8824
4117,86.3153
4118,87.5578
4119,87.1026
4120,87.8267
4121,90.1170
4122,89.9686
4123,90.5630
4124,91.8138
4125,91.2204
4126,91.0071
4127,88.6427
4128,89.1341
4129,88.6334
4130,88.1976
4131,88.0493
4132,88.0400
4133,88.2823
4134,89.4471
4135,89.4284
4136,90.6119
4137,90.8541
4138,91.3014
4139,92.4010
4140,93.6776
4141,93.7149
4142,93.7242
4143,94.4138
4144,94.6188
4145,94.0121
4146,95.1686
4147,95.2804
4148,95.5133
4149,96.2588
4150,92.1960
4151,91.4319
4152,92.2239
4153,91.6555
4154,91.3107
4155,94.1156
4156,94.5163
4157,94.7306
4158,94.7026
4159,93.9851
4160,94.6560
4161,94.8517
4162,94.0783
4163,94.1715
4164,95.6438
4165,94.8145
4166,91.1989
4167,93.8826
4168,93.2862
4169,93.8826
4170,92.4196
4171,93.0906
4172,92.8296
4173,92.8296
4174,92.0189
4175,93.9292
4176,94.1342
4177,93.8640
4178,93.0067
4179,92.0189
4180,90.8914
4181,89.6987
4182,91.0126
4183,92.9601
4184,95.4854
4185,95.9699
4186,97.6845
4187,98.0479
4188,97.9454
4189,99.4643
4190,100.0234
4191,99.6880
4192,100.6384
4193,101.9430
4194,101.1975
4195,101.4398
4196,101.7287
4197,102.0188
4198,101.8504
4199,102.6646
4200,104.1151
4201,105.5845
4202,106.8572
4203,106.6794
4204,108.0645
4205,107.3158
4206,108.8506
4207,109.0004
4208,111.0172
4209,110.0579
4210,111.3681
4211,111.3026
4212,107.6902
4213,107.2784
4214,108.4950
4215,108.0832
4216,107.6246
4217,105.1914
4218,106.8011
4219,104.7703
4220,104.4614
4221,102.6926
4222,101.2842
4223,99.8991
4224,102.3932
4225,105.4254
4226,104.6112
4227,105.6968
4228,105.3224
4229,104.8264
4230,106.6794
4231,106.6046
4232,105.3037
4233,103.3009
4234,102.3183
4235,99.4358
4236,99.4452
4237,100.8396
4238,104.7141
4239,104.8264
4240,102.2434
4241,103.1512
4242,102.7581
4243,99.9693
4244,99.1925
4245,101.7474
4246,102.5242
4247,105.1914
4248,105.7342
4249,105.8465
4250,102.1405
4251,107.9148
4252,111.2745
4253,109.6461
4254,111.0218
4255,111.0406
4256,111.8922
4257,112.6877
4258,111.7388
4259,112.4810
4260,114.6419
4261,117.3290
4262,118.8134
4263,119.3960
4264,120.1006
4265,120.9321
4266,120.6831
4267,121.6649
4268,124.9580
4269,124.1782
4270,121.0026
4271,122.5293
4272,120.6925
4273,121.2844
4274,121.5381
4275,120.7677
4276,118.7665
4277,118.9450
4278,119.4523
4279,116.9814
4280,114.8486
4281,116.9250
4282,116.1170
4283,117.3947
4284,119.3584
4285,120.7019
4286,119.7859
4287,118.2873
4288,119.5181
4289,119.0295
4290,115.9197
4291,116.7277
4292,115.7975
4293,118.7289
4294,116.9062
4295,116.7371
4296,117.7424
4297,119.6496
4298,118.3907
4299,118.0054
4300,118.9074
4301,119.4147
4302,119.1799
4303,118.6631
4304,119.1141
4305,118.5410
4306,117.2068
4307,119.8845
4308,119.2362
4309,120.8428
4310,121.8293
4311,122.4025
4312,124.6292
4313,122.6655
4314,120.8616
4315,117.5827
4316,121.1529
4317,120.9180
4318,118.1934
4319,117.4511
4320,118.1746
4321,120.4011
4322,119.1746
4323,118.7453
4324,118.8821
4325,121.6558
4326,121.4860
4327,122.8257
4328,122.7125
4329,122.7030
4330,123.9578
4331,125.0428
4332,122.2879
4333,124.5758
4334,124.3258
4335,122.9106
4336,123.1512
4337,122.6087
4338,122.7597
4339,122.0426
4340,121.3728
4341,120.5709
4342,120.2124
4343,121.5898
4344,121.3162
4345,119.9765
4346,119.7407
4347,120.3822
4348,120.0992
4349,120.6464
4350,119.4388
4351,120.3916
4352,119.8444
4353,120.8634
4354,120.2879
4355,119.5803
4356,117.4859
4357,118.3302
4358,119.4388
4359,119.2878
4360,118.8727
4361,118.5802
4362,115.6367
4363,113.2781
4364,116.3066
4365,118.5519
4366,118.5048
4367,119.6463
4368,121.2407
4369,122.2879
4370,124.5993
4371,123.3540
4372,118.1368
4373,118.0802
4374,117.4576
4375,115.8254
4376,116.4009
4377,116.0330
4378,115.4480
4379,114.4386
4380,111.7403
4381,108.1553
4382,108.8723
4383,109.1082
4384,109.4778
4385,113.4581
4386,107.5539
4387,109.2124
4388,109.1271
4389,109.8947
4390,111.0320
4391,110.4065
4392,108.9944
4393,106.7579
4394,100.2283
4395,97.7263
4396,98.3139
4397,103.9527
4398,107.0138
4399,107.3644
4400,106.8621
4401,102.0857
4402,106.4641
4403,104.5971
4404,103.5547
4405,106.4357
4406,104.3886
4407,106.6821
4408,108.2363
4409,109.2787
4410,110.1980
4411,110.3212
4412,107.9614
4413,107.5160
4414,109.1840
4415,107.4686
4416,108.3405
4417,108.9850
4418,108.7101
4419,106.5589
4420,103.3557
4421,104.5308
4422,103.8485
4423,104.6066
4424,104.9857
4425,105.4880
4426,104.9857
4427,103.7726
4428,106.2556
4429,105.7628
4430,105.9429
4431,104.4455
4432,106.0092
4433,105.2321
4434,105.8860
4435,107.8193
4436,107.8098
4437,109.4588
4438,112.8516
4439,109.2503
4440,108.5585
4441,113.0316
4442,114.2257
4443,113.2496
4444,114.8417
4445,116.1590
4446,115.6188
4447,115.0881
4448,115.2214
4449,114.7550
4450,111.1383
4451,110.5101
4452,110.1389
4453,106.9219
4454,108.6684
4455,108.2068
4456,111.6332
4457,113.0513
4458,113.5462
4459,112.0710
4460,113.1465
4461,112.3375
4462,112.1281
4463,112.5945
4464,111.6808
4465,110.6719
4466,109.6440
4467,113.2893
4468,112.5754
4469,112.5279
4470,110.0437
4471,110.5672
4472,107.7214
4473,107.0552
4474,105.1611
4475,105.9702
4476,103.7240
4477,100.9163
4478,102.1536
4479,102.0584
4480,103.3718
4481,102.8198
4482,101.6682
4483,103.4956
4484,102.1440
4485,100.1834
4486,100.2690
4487,97.7564
4488,95.8433
4489,91.7983
4490,92.2837
4491,93.7780
4492,95.1390
4493,92.6930
4494,94.7202
4495,92.4455
4496,91.9982
4497,92.1219
4498,91.6555
4499,96.5286
4500,94.6441
4501,95.1676
4502,88.9144
4503,89.5521
4504,92.6454
4505,91.7793
4506,89.9233
4507,91.7031
4508,92.4360
4509,89.9672
4510,90.9145
4511,90.8954
4512,90.2064
4513,89.6610
4514,89.9385
4515,92.4743
4516,93.8905
4517,92.1106
4518,91.9001
4519,92.7039
4520,90.6083
4521,91.9575
4522,92.5891
4523,92.7326
4524,92.5221
4525,96.1966
4526,96.4071
4527,97.1248
4528,98.5697
4529,97.4788
4530,96.6750
4531,96.7611
4532,96.8090
4533,97.8520
4534,98.1008
4535,100.0720
4536,101.4021
4537,101.2394
4538,101.3542
4539,101.3447
4540,102.1197
4541,101.5552
4542,101.1150
4543,100.6557
4544,103.0384
4545,104.8373
4546,104.2919
4547,105.2488
4548,106.3301
4549,105.0765
4550,106.1770
4551,103.8613
4552,103.9761
4553,104.3206
4554,105.6794
4555,107.2104
4556,107.2678
4557,105.1148
4558,102.8470
4559,102.3016
4560,102.5121
4561,101.4021
4562,101.1246
4563,100.5504
4564,99.8519
4565,93.6034
4566,90.7423
4567,89.6993
4568,89.6036
4569,91.0772
4570,90.1299
4571,89.7662
4572,89.2656
4573,89.3330
4574,89.9395
4575,89.0634
4576,86.9743
4577,87.1476
4578,90.3824
4579,90.0069
4580,91.0371
4581,90.6905
4582,91.6725
4583,92.8374
4584,94.2526
4585,95.9085
4586,96.6691
4587,96.6113
4588,96.1396
4589,94.7918
4590,94.0793
4591,94.2719
4592,94.9554
4593,95.3405
4594,95.2539
4595,95.9374
4596,95.1480
4597,93.7135
4598,93.8290
4599,93.5209
4600,93.9157
4601,91.7784
4602,91.5569
4603,92.3368
4604,91.9902
4605,92.5197
4606,89.9203
4607,88.6109
4608,90.1032
4609,90.8830
4610,92.0383
4611,92.3175
4612,91.4510
4613,91.9709
4614,92.3656
4615,93.0781
4616,93.3669
4617,93.7905
4618,93.2610
4619,95.1095
4620,95.0998
4621,96.1107
4622,96.1492
4623,96.2359
4624,95.7256
4625,94.9843
4626,93.7135
4627,93.0685
4628,99.1145
4629,100.4527
4630,100.3275
4631,102.0990
4632,100.5875
4633,101.8487
4634,102.4745
4635,104.0328
4636,104.8943
4637,105.3202
4638,104.5361
4639,104.4684
4640,104.7104
4641,105.9687
4642,105.8719
4643,105.7170
4644,105.5815
4645,105.8525
4646,105.0298
4647,105.3589
4648,104.5652
4649,104.1199
4650,103.5101
4651,103.3940
4652,102.6003
4653,102.6971
4654,103.3069
4655,104.2748
4656,104.2458
4657,104.8846
4658,102.1357
4659,99.8223
4660,102.0583
4661,104.4877
4662,108.1852
4663,111.8634
4664,111.2342
4665,109.9372
4666,109.9275
4667,109.9081
4668,110.9438
4669,109.0951
4670,109.2596
4671,109.4629
4672,110.2953
4673,108.5821
4674,109.4242
4675,108.9112
4676,109.3758
4677,109.4242
4678,110.2372
4679,110.4018
4680,112.3280
4681,112.5699
4682,113.5766
4683,113.2281
4684,113.8573
4685,113.7798
4686,113.7024
4687,113.3636
4688,113.3056
4689,112.8603
4690,113.8766
4691,114.4574
4692,111.8827
4693,110.8083
4694,110.0727
4695,109.8985
4696,107.9142
4697,108.0110
4698,106.8592
4699,105.8959
4700,107.4235
4701,108.0559
4702,107.8808
4703,104.8744
4704,105.4970
4705,102.8506
4706,104.2127
4707,107.0148
4708,106.9759
4709,107.0829
4710,108.7078
4711,108.7759
4712,108.2213
4713,108.7662
4714,108.5521
4715,108.4451
4716,107.5305
4717,106.5284
4718,106.9273
4719,106.1586
4720,106.9759
4721,108.0267
4722,109.0872
4723,110.8677
4724,110.2353
4725,112.0742
4726,112.0742
4727,112.6871
4728,112.8331
4729,113.4850
4730,113.7866
4731,113.8936
4732,113.1444
4733,113.3682
4734,114.0882
4735,113.6017
4736,113.5725
4737,112.6871
4738,113.0082
4739,112.8817
4740,113.4558
4741,114.7206
4742,115.7714
4743,115.8882
4744,116.5108
4745,116.0244
4746,115.8200
4747,116.7541
4748,116.7443
4749,116.5400
4750,116.7541
4751,116.8319
4752,116.7249
4753,118.5832
4754,118.6416
4755,118.6513
4756,118.3400
4757,118.0676
4758,125.2674
4759,125.0533
4760,125.5885
4761,126.7657
4762,127.9722
4763,128.4684
4764,129.3927
4765,129.0996
4766,130.2428
4767,131.9333
4768,132.4121
4769,132.2508
4770,132.6173
4771,133.5749
4772,133.9755
4773,133.4087
4774,133.5358
4775,133.7996
4776,133.8582
4777,136.5942
4778,135.7832
4779,136.5844
4780,136.1545
4781,136.3304
4782,135.8223
4783,135.5096
4784,135.9591
4785,136.0177
4786,135.8125
4787,137.2489
4788,137.4736
4789,136.7896
4790,138.2260
4791,136.6431
4792,138.1870
4793,137.6984
4794,137.4248
4795,137.6593
4796,140.5125
4797,140.8252
4798,140.6396
4799,140.3757
4800,140.4148
4801,141.4604
4802,140.7275
4803,140.3757
4804,140.0631
4805,139.8969
4806,138.3922
4807,138.5583
4808,137.8254
4809,138.5876
4810,137.9720
4811,137.4639
4812,139.1836
4813,139.0175
4814,140.3562
4815,141.2259
4816,140.3953
4817,140.5028
4818,140.3660
4819,143.2290
4820,144.1377
4821,143.6980
4822,143.1801
4823,145.5546
4824,149.5120
4825,150.4696
4826,149.7563
4827,151.0461
4828,153.1555
4829,152.7631
4830,152.5374
4831,147.4159
4832,149.6627
4833,150.1729
4834,151.0853
4835,150.8989
4836,150.4476
4837,150.9676
4838,150.7125
4839,150.7714
4840,149.8785
4841,150.2906
4842,152.5178
4843,151.0265
4844,151.5367
4845,152.4393
4846,152.0665
4847,146.1698
4848,142.6770
4849,143.8249
4850,142.4219
4851,141.5683
4852,139.5864
4853,143.5796
4854,142.2747
4855,143.1185
4856,142.8830
4857,143.5208
4858,143.0695
4859,141.0189
4860,143.0793
4861,140.9698
4862,141.3034
4863,140.7932
4864,141.3721
4865,140.0377
4866,141.4604
4867,142.3238
4868,142.7849
4869,142.9910
4870,144.9827
4871,146.2287
4872,146.7389
4873,147.2491
4874,148.1714
4875,147.5042
4876,147.4355
4877,149.2212
4878,149.8589
4879,150.5653
4880,147.7200
4881,146.6800
4882,145.9246
4883,147.2197
4884,154.1759
4885,152.6355
4886,153.4401
4887,155.8144
4888,157.0605
4889,158.0220
4890,153.0084
4891,155.1362
4892,157.4710
4893,159.1949
4894,158.5546
4895,155.5106
4896,155.1559
4897,154.8702
4898,157.4020
4899,157.5990
4900,156.8996
4901,157.4808
4902,159.0668
4903,160.4854
4904,160.9189
4905,161.5592
4906,161.6084
4907,159.6678
4908,159.5003
4909,158.8600
4910,156.2691
4911,159.0964
4912,158.4659
4913,157.2739
4914,155.9243
4915,157.5005
4916,156.3085
4917,156.3676
4918,153.7472
4919,151.1071
4920,149.6294
4921,148.3094
4922,150.8608
4923,151.9346
4924,150.9987
4925,151.8262
4926,151.5208
4927,152.1809
4928,151.1958
4929,153.0773
4930,152.9887
4931,153.5206
4932,153.5797
4933,154.2201
4934,153.6783
4935,154.6535
4936,157.5005
4937,158.0817
4938,157.3823
4939,153.6586
4940,153.9245
4941,153.8457
4942,154.7619
4943,154.0822
4944,155.0673
4945,160.6233
4946,164.2387
4947,166.5242
4948,164.4062
4949,165.6080
4950,169.9327
4951,171.6566
4952,172.2083
4953,173.6170
4954,173.2624
4955,172.6910
4956,171.9989
4957,169.3987
4958,167.1643
4959,169.1615
4960,168.2222
4961,168.0541
4962,171.1783
4963,172.9777
4964,172.9876
4965,172.1176
4966,171.1091
4967,167.5598
4968,169.9030
4969,169.1120
4970,167.8762
4971,167.7180
4972,167.0951
4973,167.4016
4974,167.4511
4975,170.7137
4976,169.7547
4977,170.3182
4978,170.2688
4979,171.9989
4980,174.4212
4981,172.5625
4982,172.3746
4983,173.0272
4984,173.0272
4985,168.6375
4986,168.6671
4987,169.1417
4988,167.3126
4989,170.3083
4990,170.2787
4991,171.0696
4992,173.0173
4993,172.3746
4994,172.3549
4995,172.3153
4996,173.2941
4997,175.0836
4998,174.1938
4999,177.0708
